Path;Distance;max_lengthC;osnrC;osnrC val;osnrL;osnrL val;osnrS;osnrS val;max_lengthL;max_lengthC;
3-1-9-8-11-5-10-13-15-16-17-;2115;no;yes;16,9715;yes;16,0539;no;14,1727;no;no;
3-1-9-8-11-5-4-10-13-17-;2047;no;yes;17,2808;yes;16,3554;no;14,4693;no;no;
3-1-9-8-11-5-4-10-13-15-16-17-;2337;no;yes;16,5524;no;15,6244;no;13,7437;no;no;
3-1-9-8-11-5-2-4-10-13-17-;2203;no;yes;16,8749;no;15,939;no;14,0565;no;no;
3-1-9-8-11-5-2-4-10-13-15-16-17-;2493;no;yes;16,2067;no;15,27;no;13,3919;no;no;
3-1-9-6-7-8-11-13-17-;1172;no;yes;18,5076;yes;17,6809;no;15,8231;no;no;
3-1-9-6-7-8-11-13-15-16-17-;1462;no;yes;17,5656;yes;16,7162;no;14,8597;no;no;
3-1-9-6-7-8-11-12-14-15-16-17-;1254;no;yes;17,5179;yes;16,7168;no;14,8747;no;no;
3-1-9-6-7-8-11-12-14-15-13-17-;1380;no;yes;17,4451;yes;16,6512;no;14,8008;no;no;
3-1-9-6-7-8-11-10-13-17-;1621;no;yes;17,6209;yes;16,7079;no;14,8413;no;no;
3-1-9-6-7-8-11-10-13-15-16-17-;1911;no;yes;16,8382;no;15,9204;no;14,0563;no;no;
3-1-9-6-7-8-11-5-10-13-17-;1844;no;yes;17,284;yes;16,4274;no;14,5508;no;no;
3-1-9-6-7-8-11-5-10-13-15-16-17-;2134;no;yes;16,5551;no;15,6852;no;13,8125;no;no;
3-1-9-6-7-8-11-5-4-10-13-17-;2066;no;yes;16,8351;no;15,9614;no;14,0848;no;no;
3-1-9-6-7-8-11-5-4-10-13-15-16-17-;2356;no;yes;16,1726;no;15,2891;no;13,4161;no;no;
3-1-9-6-7-8-11-5-2-4-10-13-17-;2222;no;yes;16,4672;no;15,5796;no;13,7055;no;no;
3-1-9-5-11-13-17-;1399;no;yes;18,7859;yes;17,8254;no;15,9465;no;no;
3-1-9-5-11-13-15-16-17-;1689;no;yes;17,7882;yes;16,8316;no;14,9583;no;no;
3-1-9-5-11-12-14-15-16-17-;1481;no;yes;17,738;yes;16,8322;no;14,9736;no;no;
3-1-9-5-11-12-14-15-13-17-;1607;no;yes;17,6615;yes;16,7648;no;14,8981;no;no;
3-1-9-5-11-10-13-17-;1848;no;yes;17,8465;yes;16,823;no;14,9394;no;no;
3-1-9-5-11-10-13-15-16-17-;2138;no;yes;17,0257;yes;16,0162;no;14,1381;no;no;
3-1-9-5-10-13-17-;1367;no;yes;18,9151;yes;17,9975;yes;16,1146;no;no;
3-1-9-5-10-13-15-16-17-;1657;no;yes;17,8906;yes;16,9678;no;15,0916;no;no;
3-1-9-5-10-13-11-12-14-15-16-17-;1899;no;yes;16,8592;no;15,9494;no;14,0857;no;no;
3-1-9-5-10-11-13-17-;1704;no;yes;18,0064;yes;16,9982;no;15,1197;no;no;
3-1-9-5-10-11-13-15-16-17-;1994;no;yes;17,1577;yes;16,1612;no;14,2874;no;no;
3-1-9-5-10-11-12-14-15-16-17-;1786;no;yes;17,1143;yes;16,1617;no;14,3006;no;no;
3-1-9-5-10-11-12-14-15-13-17-;1912;no;yes;17,0479;yes;16,1039;no;14,2358;no;no;
3-1-9-5-4-10-13-17-;1589;no;yes;18,2761;yes;17,3432;no;15,4611;no;no;
3-1-9-5-4-10-13-15-16-17-;1879;no;yes;17,3783;yes;16,4437;no;14,5673;no;no;
3-1-9-5-4-10-13-11-12-14-15-16-17-;2121;no;yes;16,4503;no;15,5297;no;13,6647;no;no;
3-1-9-5-4-10-11-13-17-;1926;no;yes;17,481;yes;16,4706;no;14,5923;no;no;
3-1-9-5-4-10-11-13-15-16-17-;2216;no;yes;16,7211;no;15,7216;no;13,8475;no;no;
3-1-9-5-4-10-11-12-14-15-16-17-;2008;no;yes;16,6818;no;15,722;no;13,8594;no;no;
3-1-9-5-4-10-11-12-14-15-13-17-;2134;no;yes;16,6216;no;15,6698;no;13,8008;no;no;
3-1-9-5-2-4-10-13-17-;1745;no;yes;17,7715;yes;16,8266;no;14,9485;no;no;
3-1-9-5-2-4-10-13-15-16-17-;2035;no;yes;16,9635;yes;16,0192;no;14,1456;no;no;
3-1-9-5-2-4-10-13-11-12-14-15-16-17-;2277;no;yes;16,1123;no;15,1826;no;13,3191;no;no;
3-1-9-5-2-4-10-11-13-17-;2082;no;yes;17,0569;yes;16,0436;no;14,1682;no;no;
3-1-9-5-2-4-10-11-13-15-16-17-;2372;no;yes;16,3623;no;15,3594;no;13,4876;no;no;
3-1-9-5-2-4-10-11-12-14-15-16-17-;2164;no;yes;16,3261;no;15,3599;no;13,4985;no;no;
3-1-9-5-2-4-10-11-12-14-15-13-17-;2290;no;yes;16,2706;no;15,3118;no;13,4446;no;no;
5-11-;352;yes;yes;23,3169;yes;22,4382;no;20,5625;yes;no;
5-9-8-11-;472;yes;no;21,2853;no;20,6706;no;18,7968;no;no;
5-9-6-7-8-11-;491;yes;no;19,9424;no;19,393;no;17,544;no;no;
4-10-5-;459;yes;yes;22,0073;no;21,2625;no;19,382;no;no;
4-5-;291;yes;yes;23,5414;yes;22,6608;no;20,803;yes;yes;
4-2-5-;447;yes;no;21,6319;no;20,6935;no;18,8398;no;no;
2-5-;159;yes;yes;24,1592;yes;23,3109;no;21,4945;yes;yes;
2-3-5-;256;yes;yes;22,7995;yes;22,1859;no;20,3428;yes;yes;
2-5-11-8-9-6-;837;yes;yes;20,2643;yes;19,4728;yes;17,6052;no;no;
2-5-11-8-7-6-;782;yes;yes;20,3339;yes;19,5423;yes;17,6813;yes;no;
2-5-10-13-17-16-15-14-12-11-8-9-6-;1669;no;yes;17,0373;yes;16,2669;no;14,4041;no;no;
2-5-10-13-17-16-15-14-12-11-8-7-6-;1614;no;yes;17,0703;yes;16,3;no;14,4404;no;no;
2-5-10-13-15-14-12-11-8-9-6-;1463;no;yes;17,6717;yes;16,8763;no;15,0143;no;no;
2-5-10-13-15-14-12-11-8-7-6-;1408;no;yes;17,7099;yes;16,9143;no;15,056;no;no;
2-5-10-13-11-8-9-6-;1255;no;yes;18,7991;yes;17,9682;yes;16,095;no;no;
2-5-10-13-11-8-7-6-;1200;no;yes;18,8487;yes;18,0172;yes;16,1487;no;no;
2-5-10-11-8-9-6-;1142;no;yes;19,2047;yes;18,3113;yes;16,4416;no;no;
2-5-10-11-8-7-6-;1087;no;yes;19,2591;yes;18,3644;yes;16,4998;no;no;
2-5-9-8-7-6-;514;yes;yes;21,0115;yes;20,377;yes;18,5321;yes;yes;
2-5-9-6-;379;yes;yes;22,5344;yes;21,8163;yes;19,9733;yes;yes;
2-5-4-10-13-17-16-15-14-12-11-8-9-6-;1891;no;yes;16,612;no;15,817;no;13,9527;no;no;
2-5-4-10-13-17-16-15-14-12-11-8-7-6-;1836;no;yes;16,6419;no;15,8468;no;13,9854;no;no;
2-5-4-10-13-15-14-12-11-8-9-6-;1685;no;yes;17,1832;yes;16,3624;no;14,4987;no;no;
2-5-4-10-13-15-14-12-11-8-7-6-;1630;no;yes;17,2173;yes;16,3962;no;14,5358;no;no;
2-5-4-10-13-11-8-9-6-;1477;no;yes;18,1758;yes;17,318;no;15,4443;no;no;
2-5-4-10-13-11-8-7-6-;1422;no;yes;18,2187;yes;17,3602;no;15,4904;no;no;
2-5-4-10-11-8-9-6-;1364;no;yes;18,5248;yes;17,6118;no;15,7409;no;no;
2-5-4-10-11-8-7-6-;1309;no;yes;18,5714;yes;17,6569;no;15,7904;no;no;
2-5-3-1-9-8-7-6-;936;yes;yes;19,0836;yes;18,2367;yes;16,3901;no;no;
2-5-3-1-9-6-;801;yes;yes;19,9974;yes;19,0581;yes;17,2122;yes;no;
2-4-10-13-17-16-15-14-12-11-8-9-6-;1729;no;yes;17,0104;yes;16,2456;no;14,3791;no;no;
2-4-10-13-17-16-15-14-12-11-8-7-6-;1674;no;yes;17,0431;yes;16,2784;no;14,4151;no;no;
2-4-10-13-17-16-15-14-12-11-5-9-8-7-6-;2110;no;yes;16,3089;no;15,534;no;13,6635;no;no;
2-4-10-13-17-16-15-14-12-11-5-9-6-;1975;no;yes;16,7672;no;15,9554;no;14,0829;no;no;
2-4-10-13-15-14-12-11-8-9-6-;1523;no;yes;17,6406;yes;16,8517;no;14,9855;no;no;
2-4-10-13-15-14-12-11-8-7-6-;1468;no;yes;17,6785;yes;16,8895;no;15,027;no;no;
2-4-10-13-15-14-12-11-5-9-8-7-6-;1904;no;yes;16,8391;yes;16,0429;no;14,1721;no;no;
2-4-10-13-15-14-12-11-5-9-6-;1769;no;yes;17,3607;yes;16,5197;no;14,6466;no;no;
2-4-10-13-15-14-12-11-5-3-1-9-6-;2191;no;yes;16,4227;no;15,509;no;13,6408;no;no;
2-4-10-13-11-8-9-6-;1315;no;yes;18,7588;yes;17,9366;yes;16,0581;no;no;
2-4-10-13-11-8-7-6-;1260;no;yes;18,8079;yes;17,9852;yes;16,1113;no;no;
2-4-10-13-11-5-9-8-7-6-;1696;no;yes;17,7476;yes;16,9233;no;15,0418;no;no;
2-4-10-13-11-5-9-6-;1561;no;yes;18,4;yes;17,5149;no;15,6288;no;no;
2-4-10-13-11-5-3-1-9-8-7-6-;2118;no;yes;16,7317;no;15,8256;no;13,9513;no;no;
2-4-10-13-11-5-3-1-9-6-;1983;no;yes;17,2397;yes;16,278;no;14,401;no;no;
2-4-10-11-8-9-6-;1202;no;yes;19,1604;yes;18,2771;yes;16,4017;no;no;
2-4-10-11-8-7-6-;1147;no;yes;19,2143;yes;18,3298;yes;16,4593;no;no;
2-4-10-11-5-9-8-7-6-;1583;no;yes;18,0626;yes;17,1907;no;15,3114;no;no;
2-4-10-11-5-9-6-;1448;no;yes;18,7684;yes;17,8228;no;15,9389;no;no;
2-4-10-11-5-3-1-9-8-7-6-;2005;no;yes;16,9791;yes;16,0319;no;14,1596;no;no;
2-4-10-11-5-3-1-9-6-;1870;no;yes;17,5189;yes;16,5075;no;14,6326;no;no;
2-4-10-5-11-8-9-6-;1425;no;yes;18,6877;yes;17,8799;no;15,9914;no;no;
2-4-10-5-11-8-7-6-;1370;no;yes;18,736;yes;17,9279;yes;16,0438;no;no;
2-4-10-5-9-8-7-6-;1102;no;yes;19,1935;yes;18,4859;yes;16,609;no;no;
2-4-10-5-9-6-;967;yes;yes;20,1334;yes;19,3611;yes;17,4781;no;no;
2-4-10-5-3-1-9-8-7-6-;1524;no;yes;17,8337;yes;16,9873;no;15,1184;no;no;
2-4-10-5-3-1-9-6-;1389;no;yes;18,5003;yes;17,5884;no;15,7167;no;no;
2-4-5-11-8-9-6-;1257;no;yes;19,1642;yes;18,3122;yes;16,4291;no;no;
2-4-5-11-8-7-6-;1202;no;yes;19,2182;yes;18,3653;yes;16,4871;no;no;
2-4-5-10-13-17-16-15-14-12-11-8-9-6-;2089;no;yes;16,4792;no;15,6735;no;13,8016;no;no;
2-4-5-10-13-17-16-15-14-12-11-8-7-6-;2034;no;yes;16,5082;no;15,7023;no;13,8331;no;no;
2-4-5-10-13-15-14-12-11-8-9-6-;1883;no;yes;17,032;yes;16,2;no;14,3277;no;no;
2-4-5-10-13-15-14-12-11-8-7-6-;1828;no;yes;17,065;yes;16,2326;no;14,3633;no;no;
2-4-5-10-13-11-8-9-6-;1675;no;yes;17,9867;yes;17,1165;no;15,2326;no;no;
2-4-5-10-13-11-8-7-6-;1620;no;yes;18,0277;yes;17,1568;no;15,2766;no;no;
2-4-5-10-11-8-9-6-;1562;no;yes;18,3203;yes;17,3965;no;15,5147;no;no;
2-4-5-10-11-8-7-6-;1507;no;yes;18,3646;yes;17,4395;no;15,5616;no;no;
2-4-5-9-8-7-6-;934;yes;yes;19,7327;yes;18,9868;yes;17,1176;no;no;
2-4-5-9-6-;799;yes;yes;20,8136;yes;19,9821;yes;18,108;yes;no;
2-4-5-3-1-9-8-7-6-;1356;no;yes;18,2213;yes;17,336;no;15,4731;no;no;
2-4-5-3-1-9-6-;1221;no;yes;18,9557;yes;17,9913;yes;16,1262;no;no;
2-3-5-11-8-9-6-;934;yes;yes;19,8015;yes;19,092;yes;17,2189;no;no;
2-3-5-11-8-7-6-;879;yes;yes;19,864;yes;19,1556;yes;17,2885;no;no;
2-3-5-10-13-17-16-15-14-12-11-8-9-6-;1766;no;yes;16,811;yes;16,0808;no;14,215;no;no;
2-3-5-10-13-17-16-15-14-12-11-8-7-6-;1711;no;yes;16,8423;yes;16,1124;no;14,2497;no;no;
2-3-5-10-13-15-14-12-11-8-9-6-;1560;no;yes;17,4108;yes;16,6627;no;14,7973;no;no;
2-3-5-10-13-15-14-12-11-8-7-6-;1505;no;yes;17,4468;yes;16,6989;no;14,837;no;no;
2-3-5-10-13-11-8-9-6-;1352;no;yes;18,4639;yes;17,6955;no;15,8187;no;no;
2-3-5-10-13-11-8-7-6-;1297;no;yes;18,5097;yes;17,7415;no;15,869;no;no;
2-3-5-10-11-8-9-6-;1239;no;yes;18,8379;yes;18,0169;yes;16,1431;no;no;
2-3-5-10-11-8-7-6-;1184;no;yes;18,8879;yes;18,0665;yes;16,1973;no;no;
2-3-5-9-8-7-6-;611;yes;yes;20,467;yes;19,9126;yes;18,0588;yes;yes;
2-3-5-9-6-;476;yes;yes;21,7801;yes;21,1822;yes;19,327;yes;yes;
2-3-5-4-10-13-17-16-15-14-12-11-8-9-6-;1988;no;yes;16,4063;no;15,6488;no;13,7819;no;no;
2-3-5-4-10-13-17-16-15-14-12-11-8-7-6-;1933;no;yes;16,4348;no;15,6774;no;13,8134;no;no;
2-3-5-4-10-13-15-14-12-11-8-9-6-;1782;no;yes;16,9493;yes;16,1722;no;14,3055;no;no;
2-3-5-4-10-13-15-14-12-11-8-7-6-;1727;no;yes;16,9816;yes;16,2045;no;14,341;no;no;
2-3-5-4-10-13-11-8-9-6-;1574;no;yes;17,8839;yes;17,0822;no;15,2053;no;no;
2-3-5-4-10-13-11-8-7-6-;1519;no;yes;17,924;yes;17,1221;no;15,249;no;no;
2-3-5-4-10-11-8-9-6-;1461;no;yes;18,2094;yes;17,3599;no;15,4856;no;no;
2-3-5-4-10-11-8-7-6-;1406;no;yes;18,2526;yes;17,4025;no;15,5322;no;no;
2-3-1-9-8-7-6-;769;yes;yes;19,8282;yes;19,0323;yes;17,1848;yes;no;
2-3-1-9-6-;634;yes;yes;20,9364;yes;20,0394;yes;18,1926;yes;no;
2-3-1-9-5-11-8-7-6-;1403;no;yes;18,2473;yes;17,3926;no;15,5228;no;no;
2-3-1-9-5-10-13-15-14-12-11-8-7-6-;2029;no;yes;16,4482;no;15,612;no;13,7471;no;no;
2-3-1-9-5-10-13-11-8-7-6-;1821;no;yes;17,2706;yes;16,4012;no;14,5279;no;no;
2-3-1-9-5-10-11-8-7-6-;1708;no;yes;17,5518;yes;16,6375;no;14,7666;no;no;
2-3-1-9-5-4-10-13-15-14-12-11-8-7-6-;2251;no;yes;16,0747;no;15,2223;no;13,3564;no;no;
2-3-1-9-5-4-10-13-11-8-7-6-;2043;no;yes;16,823;no;15,9378;no;14,0642;no;no;
2-3-1-9-5-4-10-11-8-7-6-;1930;no;yes;17,0759;yes;16,1496;no;14,2781;no;no;
6-9-8-11-13-17-;717;yes;yes;20,6426;yes;19,9624;yes;18,0947;yes;no;
6-9-8-11-13-15-16-17-;1007;no;yes;19,1937;yes;18,4376;yes;16,5747;no;no;
6-9-8-11-12-14-15-16-17-;799;yes;yes;19,1245;yes;18,4385;yes;16,5971;yes;no;
6-9-8-11-12-14-15-13-17-;925;yes;yes;19,0195;yes;18,3413;yes;16,4876;no;no;
6-9-8-11-10-13-17-;1166;no;yes;19,2744;yes;18,4253;yes;16,5474;no;no;
6-9-8-11-10-13-15-16-17-;1456;no;yes;18,1719;yes;17,3018;no;15,4299;no;no;
6-9-8-11-5-10-13-17-;1389;no;yes;18,7898;yes;18,0149;yes;16,1238;no;no;
6-9-8-11-5-10-13-15-16-17-;1679;no;yes;17,7913;yes;16,9816;no;15,0989;no;no;
6-9-8-11-5-4-10-13-17-;1611;no;yes;18,1677;yes;17,3582;no;15,4691;no;no;
6-9-8-11-5-4-10-13-15-16-17-;1901;no;yes;17,2899;yes;16,4559;no;14,5738;no;no;
6-9-8-11-5-3-2-4-10-13-17-;1864;no;yes;17,4138;yes;16,6281;no;14,7414;no;no;
6-9-8-11-5-3-2-4-10-13-15-16-17-;2154;no;yes;16,6646;no;15,8537;no;13,9728;no;no;
6-9-8-11-5-2-4-10-13-17-;1767;no;yes;17,6749;yes;16,8399;no;14,9555;no;no;
6-9-8-11-5-2-4-10-13-15-16-17-;2057;no;yes;16,8832;yes;16,0302;no;14,1515;no;no;
6-9-5-11-13-17-;963;yes;yes;20,1007;yes;19,3081;yes;17,4274;no;no;
6-9-5-11-13-15-16-17-;1253;no;yes;18,7988;yes;17,967;yes;16,0941;no;no;
6-9-5-11-12-14-15-16-17-;1045;no;yes;18,7355;yes;17,9678;yes;16,1141;no;no;
6-9-5-11-12-14-15-13-17-;1171;no;yes;18,6394;yes;17,8805;yes;16,016;no;no;
6-9-5-11-10-13-17-;1412;no;yes;18,8725;yes;17,956;yes;16,0696;no;no;
6-9-5-11-10-13-15-16-17-;1702;no;yes;17,8569;yes;16,9351;no;15,056;no;no;
6-9-5-10-13-17-;931;yes;yes;20,2765;yes;19,5522;yes;17,6657;no;no;
6-9-5-10-13-15-16-17-;1221;no;yes;18,9284;yes;18,1449;yes;16,2681;no;no;
6-9-5-10-13-11-12-14-15-16-17-;1463;no;yes;17,656;yes;16,8526;no;14,9914;no;no;
6-9-5-10-11-13-17-;1268;no;yes;19,076;yes;18,1847;yes;16,305;no;no;
6-9-5-10-11-13-15-16-17-;1558;no;yes;18,0172;yes;17,1149;no;15,2413;no;no;
6-9-5-10-11-12-14-15-16-17-;1350;no;yes;17,9643;yes;17,1156;no;15,2578;no;no;
6-9-5-10-11-12-14-15-13-17-;1476;no;yes;17,8837;yes;17,0437;no;15,1771;no;no;
6-9-5-4-10-13-17-;1153;no;yes;19,424;yes;18,644;yes;16,7593;no;no;
6-9-5-4-10-13-15-16-17-;1443;no;yes;18,2875;yes;17,4697;no;15,5928;no;no;
6-9-5-4-10-13-11-12-14-15-16-17-;1685;no;yes;17,1692;yes;16,3414;no;14,4784;no;no;
6-9-5-4-10-11-13-17-;1490;no;yes;18,4146;yes;17,5038;no;15,6244;no;no;
6-9-5-4-10-11-13-15-16-17-;1780;no;yes;17,4906;yes;16,5738;no;14,6998;no;no;
6-9-5-4-10-11-12-14-15-16-17-;1572;no;yes;17,4437;yes;16,5744;no;14,7143;no;no;
6-9-5-4-10-11-12-14-15-13-17-;1698;no;yes;17,3721;yes;16,5109;no;14,643;no;no;
6-9-5-3-2-4-10-13-17-;1406;no;yes;18,444;yes;17,6883;no;15,8059;no;no;
6-9-5-3-2-4-10-13-15-16-17-;1696;no;yes;17,5143;yes;16,7221;no;14,8459;no;no;
6-9-5-3-2-4-10-13-11-12-14-15-16-17-;1938;no;yes;16,5598;no;15,7539;no;13,8896;no;no;
6-9-5-3-2-4-10-11-13-17-;1743;no;yes;17,6204;yes;16,7508;no;14,8725;no;no;
6-9-5-3-2-4-10-11-13-15-16-17-;2033;no;yes;16,8378;no;15,9562;no;14,0823;no;no;
6-9-5-3-2-4-10-11-12-14-15-16-17-;1825;no;yes;16,7974;no;15,9567;no;14,0949;no;no;
6-9-5-3-2-4-10-11-12-14-15-13-17-;1951;no;yes;16,7356;no;15,9015;no;14,033;no;no;
6-9-5-2-4-10-13-17-;1309;no;yes;18,7777;yes;17,9605;yes;16,0814;no;no;
6-9-5-2-4-10-13-15-16-17-;1599;no;yes;17,7817;yes;16,9387;no;15,0653;no;no;
6-9-5-2-4-10-13-11-12-14-15-16-17-;1841;no;yes;16,7731;no;15,9263;no;14,0648;no;no;
6-9-5-2-4-10-11-13-17-;1646;no;yes;17,8946;yes;16,9689;no;15,0933;no;no;
6-9-5-2-4-10-11-13-15-16-17-;1936;no;yes;17,0655;yes;16,137;no;14,2656;no;no;
6-9-5-2-4-10-11-12-14-15-16-17-;1728;no;yes;17,023;yes;16,1375;no;14,2787;no;no;
6-9-5-2-4-10-11-12-14-15-13-17-;1854;no;yes;16,958;yes;16,08;no;14,2142;no;no;
6-9-1-3-5-11-13-17-;1385;no;yes;18,4779;yes;17,5531;no;15,6828;no;no;
6-9-1-3-5-11-13-15-16-17-;1675;no;yes;17,5416;yes;16,6136;no;14,747;no;no;
6-9-1-3-5-11-12-14-15-16-17-;1467;no;yes;17,4942;yes;16,6142;no;14,7616;no;no;
6-9-1-3-5-11-12-14-15-13-17-;1593;no;yes;17,4218;yes;16,5501;no;14,6896;no;no;
6-9-1-3-5-11-10-13-17-;1834;no;yes;17,5967;yes;16,6055;no;14,729;no;no;
6-9-1-3-5-11-10-13-15-16-17-;2124;no;yes;16,8179;no;15,8348;no;13,9624;no;no;
6-9-1-3-5-10-13-17-;1353;no;yes;18,5981;yes;17,7145;no;15,8408;no;no;
6-9-1-3-5-10-13-15-16-17-;1643;no;yes;17,6383;yes;16,7431;no;14,8739;no;no;
6-9-1-3-5-10-13-11-12-14-15-16-17-;1885;no;yes;16,659;no;15,7707;no;13,9121;no;no;
6-9-1-3-5-10-11-13-17-;1690;no;yes;17,7475;yes;16,7719;no;14,9006;no;no;
6-9-1-3-5-10-11-13-15-16-17-;1980;no;yes;16,9436;no;15,9737;no;14,1058;no;no;
6-9-1-3-5-10-11-12-14-15-16-17-;1772;no;yes;16,9023;no;15,9743;no;14,1184;no;no;
6-9-1-3-5-10-11-12-14-15-13-17-;1898;no;yes;16,839;no;15,9189;no;14,0562;no;no;
6-9-1-3-5-4-10-13-17-;1575;no;yes;18,0011;yes;17,0987;no;15,2246;no;no;
6-9-1-3-5-4-10-13-15-16-17-;1865;no;yes;17,1533;yes;16,2439;no;14,3738;no;no;
6-9-1-3-5-4-10-13-11-12-14-15-16-17-;2107;no;yes;16,2677;no;15,3671;no;13,5069;no;no;
6-9-1-3-5-4-10-11-13-17-;1912;no;yes;17,2508;yes;16,2696;no;14,3977;no;no;
6-9-1-3-5-4-10-11-13-15-16-17-;2202;no;yes;16,527;no;15,5518;no;13,683;no;no;
6-9-1-3-5-4-10-11-12-14-15-16-17-;1994;no;yes;16,4894;no;15,5523;no;13,6944;no;no;
6-9-1-3-5-4-10-11-12-14-15-13-17-;2120;no;yes;16,4319;no;15,502;no;13,638;no;no;
6-9-1-3-5-2-4-10-13-17-;1731;no;yes;17,5258;yes;16,6088;no;14,7376;no;no;
6-9-1-3-5-2-4-10-13-15-16-17-;2021;no;yes;16,7586;no;15,8376;no;13,9696;no;no;
6-9-1-3-5-2-4-10-11-13-17-;2068;no;yes;16,8476;no;15,861;no;13,9913;no;no;
6-9-1-3-5-2-4-10-11-13-15-16-17-;2358;no;yes;16,1833;no;15,203;no;13,3359;no;no;
6-9-1-3-5-2-4-10-11-12-14-15-16-17-;2150;no;yes;16,1485;no;15,2034;no;13,3465;no;no;
6-9-1-3-5-2-4-10-11-12-14-15-13-17-;2276;no;yes;16,0953;no;15,157;no;13,2944;no;no;
6-9-1-3-2-5-11-13-17-;1536;no;yes;17,9597;yes;17,0235;no;15,1558;no;no;
6-9-1-3-2-5-11-13-15-16-17-;1826;no;yes;17,1193;yes;16,182;no;14,3172;no;no;
6-9-1-3-2-5-11-12-14-15-16-17-;1618;no;yes;17,0762;yes;16,1826;no;14,3305;no;no;
6-9-1-3-2-5-11-12-14-15-13-17-;1744;no;yes;17,0104;yes;16,1245;no;14,2653;no;no;
6-9-1-3-2-5-11-10-13-17-;1985;no;yes;17,1692;yes;16,1747;no;14,301;no;no;
6-9-1-3-2-5-11-10-13-15-16-17-;2275;no;yes;16,4578;no;15,4712;no;13,6008;no;no;
6-9-1-3-2-5-10-13-17-;1504;no;yes;18,0663;yes;17,166;no;15,2955;no;no;
6-9-1-3-2-5-10-13-15-16-17-;1794;no;yes;17,2069;yes;16,2991;no;14,432;no;no;
6-9-1-3-2-5-10-13-11-12-14-15-16-17-;2036;no;yes;16,3113;no;15,4122;no;13,5545;no;no;
6-9-1-3-2-5-10-11-13-17-;1841;no;yes;17,3056;yes;16,3251;no;14,4562;no;no;
6-9-1-3-2-5-10-11-13-15-16-17-;2131;no;yes;16,5734;no;15,5988;no;13,7326;no;no;
6-9-1-3-2-5-10-11-12-14-15-16-17-;1923;no;yes;16,5354;no;15,5993;no;13,7442;no;no;
6-9-1-3-2-5-10-11-12-14-15-13-17-;2049;no;yes;16,4772;no;15,5485;no;13,6871;no;no;
6-9-1-3-2-5-4-10-13-17-;1726;no;yes;17,534;yes;16,6188;no;14,7476;no;no;
6-9-1-3-2-5-4-10-13-15-16-17-;2016;no;yes;16,7655;no;15,846;no;13,9779;no;no;
6-9-1-3-2-5-4-10-11-13-17-;2063;no;yes;16,8546;no;15,8694;no;13,9997;no;no;
6-9-1-3-2-5-4-10-11-13-15-16-17-;2353;no;yes;16,1893;no;15,2103;no;13,3431;no;no;
6-9-1-3-2-5-4-10-11-12-14-15-16-17-;2145;no;yes;16,1545;no;15,2107;no;13,3537;no;no;
6-9-1-3-2-5-4-10-11-12-14-15-13-17-;2271;no;yes;16,1012;no;15,1642;no;13,3015;no;no;
6-9-1-3-2-4-10-13-17-;1564;no;yes;18,0322;yes;17,1397;no;15,2648;no;no;
6-9-1-3-2-4-10-13-15-16-17-;1854;no;yes;17,1789;yes;16,2776;no;14,4069;no;no;
6-9-1-3-2-4-10-13-11-12-14-15-16-17-;2096;no;yes;16,2886;no;15,3946;no;13,5339;no;no;
6-9-1-3-2-4-10-11-13-17-;1901;no;yes;17,277;yes;16,3035;no;14,4309;no;no;
6-9-1-3-2-4-10-11-13-15-16-17-;2191;no;yes;16,5492;no;15,5805;no;13,7111;no;no;
6-9-1-3-2-4-10-11-12-14-15-16-17-;1983;no;yes;16,5114;no;15,5809;no;13,7227;no;no;
6-9-1-3-2-4-10-11-12-14-15-13-17-;2109;no;yes;16,4535;no;15,5303;no;13,6659;no;no;
6-9-1-3-2-4-10-5-11-13-17-;2124;no;yes;16,9648;yes;16,0471;no;14,1658;no;no;
6-9-1-3-2-4-10-5-11-13-15-16-17-;2414;no;yes;16,2837;no;15,3625;no;13,4855;no;no;
6-9-1-3-2-4-10-5-11-12-14-15-16-17-;2206;no;yes;16,2481;no;15,3629;no;13,4965;no;no;
6-9-1-3-2-4-10-5-11-12-14-15-13-17-;2332;no;yes;16,1937;no;15,3148;no;13,4426;no;no;
6-9-1-3-2-4-5-11-13-17-;1956;no;yes;17,2795;yes;16,3257;no;14,4483;no;no;
6-9-1-3-2-4-5-11-13-15-16-17-;2246;no;yes;16,5513;no;15,5993;no;13,7259;no;no;
6-9-1-3-2-4-5-11-12-14-15-16-17-;2038;no;yes;16,5134;no;15,5998;no;13,7375;no;no;
6-9-1-3-2-4-5-11-12-14-15-13-17-;2164;no;yes;16,4556;no;15,5489;no;13,6805;no;no;
6-9-1-3-2-4-5-11-10-13-17-;2405;no;yes;16,595;no;15,5929;no;13,7117;no;no;
6-9-1-3-2-4-5-10-13-17-;1924;no;yes;17,3704;yes;16,4468;no;14,5666;no;no;
6-9-1-3-2-4-5-10-13-15-16-17-;2214;no;yes;16,628;no;15,7015;no;13,8259;no;no;
6-9-1-3-2-4-5-10-11-13-17-;2261;no;yes;16,7143;no;15,7242;no;13,8469;no;no;
6-9-1-3-2-4-5-10-11-13-15-16-17-;2551;no;yes;16,0687;no;15,0852;no;13,2114;no;no;
6-9-1-3-2-4-5-10-11-12-14-15-16-17-;2343;no;yes;16,0348;no;15,0856;no;13,2217;no;no;
6-7-8-11-13-17-;662;yes;yes;20,7186;yes;20,0402;yes;18,18;yes;no;
