id;Length;l_amps;n_amps;OSNRPOGGIO;OSNRPOGGIOEPSILON;OSNRCONSTRAINT
666;2880;36;17;13.581;13.581;13.587
667;2960;37;17;13.523;13.523;13.53
668;3040;38;17;13.466;13.466;13.473
669;3120;39;17;13.41;13.41;13.417
670;3200;40;17;13.355;13.354;13.362
671;3280;41;17;13.3;13.299;13.307
672;3360;42;17;13.246;13.245;13.254
673;3440;43;17;13.192;13.192;13.2
674;3520;44;17;13.139;13.139;13.148
675;3600;45;17;13.087;13.087;13.096
676;3680;46;17;13.036;13.035;13.045
677;3760;47;17;12.985;12.984;12.994
678;3840;48;17;12.934;12.934;12.944
679;3920;49;17;12.884;12.884;12.894
680;4000;50;17;12.835;12.834;12.845
681;1360;17;18;14.679;14.679;14.679
682;1440;18;18;14.605;14.604;14.605
683;1520;19;18;14.532;14.532;14.532
684;1600;20;18;14.46;14.46;14.461
685;1680;21;18;14.39;14.39;14.391
686;1760;22;18;14.32;14.32;14.322
687;1840;23;18;14.252;14.252;14.254
688;1920;24;18;14.185;14.185;14.187
689;2000;25;18;14.119;14.119;14.121
690;2080;26;18;14.054;14.053;14.057
691;2160;27;18;13.99;13.989;13.993
692;2240;28;18;13.926;13.926;13.93
693;2320;29;18;13.864;13.864;13.868
694;2400;30;18;13.803;13.802;13.806
695;2480;31;18;13.742;13.741;13.746
696;2560;32;18;13.682;13.682;13.686
697;2640;33;18;13.623;13.623;13.628
698;2720;34;18;13.565;13.565;13.57
699;2800;35;18;13.508;13.507;13.513
700;2880;36;18;13.451;13.45;13.456
701;2960;37;18;13.395;13.394;13.4
702;3040;38;18;13.339;13.339;13.345
703;3120;39;18;13.285;13.284;13.291
704;3200;40;18;13.231;13.23;13.237
705;3280;41;18;13.177;13.177;13.184
706;3360;42;18;13.125;13.124;13.132
707;3440;43;18;13.073;13.072;13.08
708;3520;44;18;13.021;13.021;13.029
709;3600;45;18;12.971;12.97;12.979
710;3680;46;18;12.92;12.92;12.929
711;3760;47;18;12.871;12.87;12.879
712;3840;48;18;12.822;12.821;12.831
713;3920;49;18;12.773;12.773;12.782
714;4000;50;18;12.725;12.725;12.735
715;1440;18;19;14.44;14.44;14.44
716;1520;19;19;14.37;14.37;14.37
717;1600;20;19;14.301;14.301;14.301
718;1680;21;19;14.233;14.233;14.234
719;1760;22;19;14.166;14.166;14.167
720;1840;23;19;14.1;14.1;14.102
721;1920;24;19;14.035;14.035;14.037
722;2000;25;19;13.971;13.971;13.973
723;2080;26;19;13.908;13.908;13.911
724;2160;27;19;13.846;13.846;13.849
725;2240;28;19;13.785;13.785;13.788
726;2320;29;19;13.725;13.724;13.728
727;2400;30;19;13.665;13.665;13.669
728;2480;31;19;13.606;13.606;13.61
729;2560;32;19;13.549;13.548;13.552
730;2640;33;19;13.491;13.491;13.495
731;2720;34;19;13.435;13.434;13.439
732;2800;35;19;13.379;13.379;13.384
733;2880;36;19;13.324;13.324;13.329
734;2960;37;19;13.27;13.269;13.275
735;3040;38;19;13.216;13.215;13.221
736;3120;39;19;13.163;13.162;13.169
737;3200;40;19;13.11;13.11;13.116
738;3280;41;19;13.059;13.058;13.065
739;3360;42;19;13.007;13.007;13.014
740;3440;43;19;12.957;12.956;12.964
741;3520;44;19;12.907;12.906;12.914
742;3600;45;19;12.857;12.857;12.865
743;3680;46;19;12.808;12.808;12.816
744;3760;47;19;12.76;12.759;12.768
745;3840;48;19;12.712;12.711;12.72
746;3920;49;19;12.665;12.664;12.673
747;4000;50;19;12.618;12.617;12.627
748;1520;19;20;14.214;14.214;14.214
749;1600;20;20;14.147;14.147;14.147
750;1680;21;20;14.081;14.081;14.082
751;1760;22;20;14.017;14.017;14.018
752;1840;23;20;13.953;13.953;13.954
753;1920;24;20;13.89;13.89;13.892
754;2000;25;20;13.829;13.828;13.83
755;2080;26;20;13.768;13.767;13.77
756;2160;27;20;13.708;13.707;13.71
757;2240;28;20;13.648;13.648;13.651
758;2320;29;20;13.59;13.589;13.593
759;2400;30;20;13.532;13.532;13.535
760;2480;31;20;13.475;13.475;13.478
761;2560;32;20;13.419;13.418;13.422
762;2640;33;20;13.363;13.363;13.367
763;2720;34;20;13.309;13.308;13.312
764;2800;35;20;13.254;13.254;13.259
765;2880;36;20;13.201;13.2;13.205
766;2960;37;20;13.148;13.148;13.153
767;3040;38;20;13.096;13.095;13.101
768;3120;39;20;13.044;13.044;13.049
769;3200;40;20;12.993;12.993;12.999
770;3280;41;20;12.943;12.942;12.948
771;3360;42;20;12.893;12.892;12.899
772;3440;43;20;12.844;12.843;12.85
773;3520;44;20;12.795;12.794;12.801
774;3600;45;20;12.747;12.746;12.753
775;3680;46;20;12.699;12.698;12.706
776;3760;47;20;12.652;12.651;12.659
777;3840;48;20;12.605;12.604;12.613
778;3920;49;20;12.559;12.558;12.567
779;4000;50;20;12.513;12.512;12.521
780;1600;20;21;13.998;13.998;13.998
781;1680;21;21;13.935;13.935;13.935
782;1760;22;21;13.873;13.873;13.873
783;1840;23;21;13.811;13.811;13.812
784;1920;24;21;13.75;13.75;13.751
785;2000;25;21;13.69;13.69;13.692
786;2080;26;21;13.631;13.631;13.633
787;2160;27;21;13.573;13.573;13.575
788;2240;28;21;13.516;13.515;13.518
789;2320;29;21;13.459;13.459;13.461
790;2400;30;21;13.403;13.403;13.406
791;2480;31;21;13.348;13.347;13.35
792;2560;32;21;13.293;13.293;13.296
793;2640;33;21;13.239;13.239;13.242
794;2720;34;21;13.186;13.185;13.189
795;2800;35;21;13.133;13.133;13.137
796;2880;36;21;13.081;13.081;13.085
797;2960;37;21;13.03;13.029;13.034
798;3040;38;21;12.979;12.978;12.983
799;3120;39;21;12.929;12.928;12.933
800;3200;40;21;12.879;12.879;12.884
801;3280;41;21;12.83;12.829;12.835
802;3360;42;21;12.781;12.781;12.787
803;3440;43;21;12.733;12.733;12.739
804;3520;44;21;12.686;12.685;12.692
805;3600;45;21;12.639;12.638;12.645
806;3680;46;21;12.592;12.592;12.599
807;3760;47;21;12.546;12.546;12.553
808;3840;48;21;12.501;12.5;12.507
809;3920;49;21;12.455;12.455;12.463
810;4000;50;21;12.411;12.41;12.418
811;1680;21;22;13.794;13.794;13.794
812;1760;22;22;13.733;13.733;13.733
813;1840;23;22;13.673;13.673;13.674
814;1920;24;22;13.615;13.614;13.615
815;2000;25;22;13.557;13.556;13.558
816;2080;26;22;13.499;13.499;13.501
817;2160;27;22;13.443;13.443;13.444
818;2240;28;22;13.387;13.387;13.389
819;2320;29;22;13.332;13.332;13.334
820;2400;30;22;13.277;13.277;13.28
821;2480;31;22;13.224;13.223;13.226
822;2560;32;22;13.171;13.17;13.173
823;2640;33;22;13.118;13.118;13.121
824;2720;34;22;13.066;13.066;13.07
825;2800;35;22;13.015;13.015;13.019
826;2880;36;22;12.965;12.964;12.968
827;2960;37;22;12.914;12.914;12.918
828;3040;38;22;12.865;12.865;12.869
829;3120;39;22;12.816;12.816;12.82
830;3200;40;22;12.768;12.767;12.772
831;3280;41;22;12.72;12.719;12.725
832;3360;42;22;12.673;12.672;12.677
833;3440;43;22;12.626;12.625;12.631
834;3520;44;22;12.579;12.579;12.585
835;3600;45;22;12.533;12.533;12.539
836;3680;46;22;12.488;12.487;12.494
837;3760;47;22;12.443;12.442;12.449
838;3840;48;22;12.399;12.398;12.405
839;3920;49;22;12.354;12.354;12.361
840;4000;50;22;12.311;12.31;12.318
841;1760;22;23;13.598;13.598;13.598
842;1840;23;23;13.54;13.54;13.54
843;1920;24;23;13.483;13.483;13.484
844;2000;25;23;13.427;13.427;13.427
845;2080;26;23;13.371;13.371;13.372
846;2160;27;23;13.316;13.316;13.317
847;2240;28;23;13.262;13.262;13.263
848;2320;29;23;13.208;13.208;13.21
849;2400;30;23;13.155;13.155;13.157
850;2480;31;23;13.103;13.103;13.105
851;2560;32;23;13.052;13.051;13.054
852;2640;33;23;13.001;13.0;13.003
853;2720;34;23;12.95;12.95;12.953
854;2800;35;23;12.9;12.9;12.903
855;2880;36;23;12.851;12.851;12.854
856;2960;37;23;12.802;12.802;12.806
857;3040;38;23;12.754;12.754;12.758
858;3120;39;23;12.706;12.706;12.71
859;3200;40;23;12.659;12.659;12.663
860;3280;41;23;12.613;12.612;12.617
861;3360;42;23;12.566;12.566;12.571
862;3440;43;23;12.521;12.52;12.525
863;3520;44;23;12.476;12.475;12.48
864;3600;45;23;12.431;12.43;12.436
865;3680;46;23;12.386;12.386;12.392
866;3760;47;23;12.342;12.342;12.348
867;3840;48;23;12.299;12.298;12.305
868;3920;49;23;12.256;12.255;12.262
869;4000;50;23;12.213;12.213;12.22
870;1840;23;24;13.411;13.411;13.411
871;1920;24;24;13.355;13.355;13.355
872;2000;25;24;13.3;13.3;13.301
873;2080;26;24;13.246;13.246;13.247
874;2160;27;24;13.193;13.193;13.194
875;2240;28;24;13.14;13.14;13.142
876;2320;29;24;13.088;13.088;13.09
877;2400;30;24;13.037;13.037;13.039
878;2480;31;24;12.986;12.986;12.988
879;2560;32;24;12.936;12.935;12.938
880;2640;33;24;12.886;12.886;12.888
881;2720;34;24;12.837;12.837;12.839
882;2800;35;24;12.788;12.788;12.791
883;2880;36;24;12.74;12.74;12.743
884;2960;37;24;12.693;12.692;12.696
885;3040;38;24;12.646;12.645;12.649
886;3120;39;24;12.599;12.599;12.603
887;3200;40;24;12.553;12.553;12.557
888;3280;41;24;12.508;12.507;12.512
889;3360;42;24;12.463;12.462;12.467
890;3440;43;24;12.418;12.418;12.422
891;3520;44;24;12.374;12.373;12.378
892;3600;45;24;12.33;12.33;12.335
893;3680;46;24;12.287;12.286;12.292
894;3760;47;24;12.244;12.243;12.249
895;3840;48;24;12.201;12.201;12.207
896;3920;49;24;12.159;12.159;12.165
897;4000;50;24;12.118;12.117;12.123
898;1920;24;25;13.231;13.231;13.231
899;2000;25;25;13.178;13.178;13.178
900;2080;26;25;13.125;13.125;13.126
901;2160;27;25;13.073;13.073;13.074
902;2240;28;25;13.022;13.022;13.023
903;2320;29;25;12.972;12.971;12.973
904;2400;30;25;12.921;12.921;12.923
905;2480;31;25;12.872;12.872;12.874
906;2560;32;25;12.823;12.823;12.825
907;2640;33;25;12.774;12.774;12.777
908;2720;34;25;12.727;12.726;12.729
909;2800;35;25;12.679;12.679;12.682
910;2880;36;25;12.632;12.632;12.635
911;2960;37;25;12.586;12.586;12.589
912;3040;38;25;12.54;12.54;12.543
913;3120;39;25;12.495;12.494;12.498
914;3200;40;25;12.45;12.449;12.453
915;3280;41;25;12.405;12.405;12.409
916;3360;42;25;12.361;12.361;12.365
917;3440;43;25;12.318;12.317;12.322
918;3520;44;25;12.275;12.274;12.279
919;3600;45;25;12.232;12.231;12.236
920;3680;46;25;12.19;12.189;12.194
921;3760;47;25;12.148;12.147;12.152
922;3840;48;25;12.106;12.106;12.111
923;3920;49;25;12.065;12.064;12.07
924;4000;50;25;12.024;12.024;12.029
925;2000;25;26;13.059;13.059;13.059
926;2080;26;26;13.008;13.008;13.008
927;2160;27;26;12.957;12.957;12.958
928;2240;28;26;12.907;12.907;12.908
929;2320;29;26;12.858;12.858;12.859
930;2400;30;26;12.809;12.809;12.81
931;2480;31;26;12.761;12.761;12.762
932;2560;32;26;12.713;12.713;12.715
933;2640;33;26;12.666;12.666;12.668
934;2720;34;26;12.619;12.619;12.621
935;2800;35;26;12.573;12.573;12.575
936;2880;36;26;12.527;12.527;12.529
937;2960;37;26;12.482;12.481;12.484
938;3040;38;26;12.437;12.437;12.44
939;3120;39;26;12.393;12.392;12.396
940;3200;40;26;12.349;12.348;12.352
941;3280;41;26;12.305;12.305;12.309
942;3360;42;26;12.262;12.262;12.266
943;3440;43;26;12.22;12.219;12.223
944;3520;44;26;12.178;12.177;12.181
945;3600;45;26;12.136;12.135;12.14
946;3680;46;26;12.094;12.094;12.099
947;3760;47;26;12.053;12.053;12.058
948;3840;48;26;12.013;12.012;12.017
949;3920;49;26;11.973;11.972;11.977
950;4000;50;26;11.933;11.932;11.937
951;2080;26;27;12.893;12.893;12.893
952;2160;27;27;12.844;12.844;12.844
953;2240;28;27;12.795;12.795;12.796
954;2320;29;27;12.747;12.747;12.748
955;2400;30;27;12.699;12.699;12.7
956;2480;31;27;12.652;12.652;12.653
957;2560;32;27;12.606;12.606;12.607
958;2640;33;27;12.56;12.559;12.561
959;2720;34;27;12.514;12.514;12.516
960;2800;35;27;12.469;12.469;12.471
961;2880;36;27;12.424;12.424;12.426
962;2960;37;27;12.38;12.38;12.382
963;3040;38;27;12.336;12.336;12.339
964;3120;39;27;12.293;12.293;12.296
965;3200;40;27;12.25;12.25;12.253
966;3280;41;27;12.208;12.207;12.211
967;3360;42;27;12.166;12.165;12.169
968;3440;43;27;12.124;12.123;12.127
969;3520;44;27;12.083;12.082;12.086
970;3600;45;27;12.042;12.041;12.045
971;3680;46;27;12.001;12.001;12.005
972;3760;47;27;11.961;11.961;11.965
973;3840;48;27;11.921;11.921;11.926
974;3920;49;27;11.882;11.881;11.886
975;4000;50;27;11.843;11.842;11.847
976;2160;27;28;12.733;12.733;12.733
977;2240;28;28;12.686;12.686;12.686
978;2320;29;28;12.639;12.639;12.639
979;2400;30;28;12.592;12.592;12.593
980;2480;31;28;12.546;12.546;12.547
981;2560;32;28;12.501;12.501;12.502
982;2640;33;28;12.456;12.456;12.457
983;2720;34;28;12.412;12.411;12.413
984;2800;35;28;12.367;12.367;12.369
985;2880;36;28;12.324;12.324;12.326
986;2960;37;28;12.281;12.28;12.283
987;3040;38;28;12.238;12.238;12.24
988;3120;39;28;12.195;12.195;12.198
989;3200;40;28;12.154;12.153;12.156
990;3280;41;28;12.112;12.112;12.115
991;3360;42;28;12.071;12.07;12.074
992;3440;43;28;12.03;12.03;12.033
993;3520;44;28;11.99;11.989;11.993
994;3600;45;28;11.95;11.949;11.953
995;3680;46;28;11.91;11.91;11.914
996;3760;47;28;11.871;11.87;11.874
997;3840;48;28;11.832;11.831;11.836
998;3920;49;28;11.793;11.793;11.797
999;4000;50;28;11.755;11.754;11.759
1000;2240;28;29;12.579;12.579;12.579
1001;2320;29;29;12.533;12.533;12.534
1002;2400;30;29;12.488;12.488;12.488
1003;2480;31;29;12.443;12.443;12.444
1004;2560;32;29;12.399;12.399;12.4
1005;2640;33;29;12.355;12.355;12.356
1006;2720;34;29;12.311;12.311;12.313
1007;2800;35;29;12.268;12.268;12.27
1008;2880;36;29;12.226;12.225;12.227
1009;2960;37;29;12.183;12.183;12.185
1010;3040;38;29;12.142;12.141;12.144
1011;3120;39;29;12.1;12.1;12.102
1012;3200;40;29;12.059;12.059;12.061
1013;3280;41;29;12.018;12.018;12.021
1014;3360;42;29;11.978;11.978;11.981
1015;3440;43;29;11.938;11.938;11.941
1016;3520;44;29;11.899;11.898;11.902
1017;3600;45;29;11.86;11.859;11.863
1018;3680;46;29;11.821;11.82;11.824
1019;3760;47;29;11.782;11.782;11.786
1020;3840;48;29;11.744;11.744;11.748
1021;3920;49;29;11.706;11.706;11.71
1022;4000;50;29;11.669;11.668;11.673
1023;2320;29;30;12.43;12.43;12.43
1024;2400;30;30;12.386;12.386;12.386
1025;2480;31;30;12.342;12.342;12.343
1026;2560;32;30;12.299;12.299;12.3
1027;2640;33;30;12.256;12.256;12.257
1028;2720;34;30;12.213;12.213;12.214
1029;2800;35;30;12.171;12.171;12.173
1030;2880;36;30;12.13;12.129;12.131
1031;2960;37;30;12.088;12.088;12.09
1032;3040;38;30;12.047;12.047;12.049
1033;3120;39;30;12.007;12.007;12.009
1034;3200;40;30;11.967;11.966;11.969
1035;3280;41;30;11.927;11.927;11.929
1036;3360;42;30;11.887;11.887;11.89
1037;3440;43;30;11.848;11.848;11.851
1038;3520;44;30;11.81;11.809;11.812
1039;3600;45;30;11.771;11.771;11.774
1040;3680;46;30;11.733;11.733;11.736
1041;3760;47;30;11.695;11.695;11.699
1042;3840;48;30;11.658;11.658;11.661
1043;3920;49;30;11.621;11.621;11.624
1044;4000;50;30;11.584;11.584;11.588
1045;2400;30;31;12.287;12.287;12.287
1046;2480;31;31;12.244;12.244;12.244
1047;2560;32;31;12.201;12.201;12.202
1048;2640;33;31;12.159;12.159;12.16
1049;2720;34;31;12.118;12.118;12.119
1050;2800;35;31;12.077;12.076;12.078
1051;2880;36;31;12.036;12.036;12.037
1052;2960;37;31;11.995;11.995;11.997
1053;3040;38;31;11.955;11.955;11.957
1054;3120;39;31;11.916;11.915;11.917
1055;3200;40;31;11.876;11.876;11.878
1056;3280;41;31;11.837;11.837;11.839
1057;3360;42;31;11.799;11.798;11.801
1058;3440;43;31;11.76;11.76;11.763
1059;3520;44;31;11.722;11.722;11.725
1060;3600;45;31;11.685;11.684;11.687
1061;3680;46;31;11.647;11.647;11.65
1062;3760;47;31;11.61;11.61;11.613
1063;3840;48;31;11.574;11.573;11.577
1064;3920;49;31;11.537;11.537;11.541
1065;4000;50;31;11.501;11.501;11.505
1066;2480;31;32;12.147;12.147;12.147
1067;2560;32;32;12.106;12.106;12.106
1068;2640;33;32;12.065;12.065;12.065
1069;2720;34;32;12.024;12.024;12.025
1070;2800;35;32;11.984;11.984;11.985
1071;2880;36;32;11.944;11.944;11.945
1072;2960;37;32;11.904;11.904;11.905
1073;3040;38;32;11.865;11.865;11.866
1074;3120;39;32;11.826;11.826;11.828
1075;3200;40;32;11.788;11.787;11.789
1076;3280;41;32;11.749;11.749;11.751
1077;3360;42;32;11.711;11.711;11.713
1078;3440;43;32;11.674;11.674;11.676
1079;3520;44;32;11.637;11.636;11.639
1080;3600;45;32;11.6;11.6;11.602
1081;3680;46;32;11.563;11.563;11.566
1082;3760;47;32;11.527;11.527;11.53
1083;3840;48;32;11.491;11.491;11.494
1084;3920;49;32;11.455;11.455;11.458
1085;4000;50;32;11.42;11.419;11.423
1086;2560;32;33;12.012;12.012;12.012
1087;2640;33;33;11.972;11.972;11.972
1088;2720;34;33;11.932;11.932;11.933
1089;2800;35;33;11.893;11.893;11.893
1090;2880;36;33;11.854;11.854;11.855
1091;2960;37;33;11.815;11.815;11.816
1092;3040;38;33;11.777;11.776;11.778
1093;3120;39;33;11.738;11.738;11.74
1094;3200;40;33;11.701;11.7;11.702
1095;3280;41;33;11.663;11.663;11.665
1096;3360;42;33;11.626;11.626;11.628
1097;3440;43;33;11.589;11.589;11.591
1098;3520;44;33;11.553;11.553;11.555
1099;3600;45;33;11.517;11.516;11.519
1100;3680;46;33;11.481;11.48;11.483
1101;3760;47;33;11.445;11.445;11.448
1102;3840;48;33;11.41;11.409;11.412
1103;3920;49;33;11.375;11.374;11.378
1104;4000;50;33;11.34;11.34;11.343
1105;2640;33;34;11.882;11.882;11.882
1106;2720;34;34;11.843;11.843;11.843
1107;2800;35;34;11.804;11.804;11.804
1108;2880;36;34;11.766;11.766;11.766
1109;2960;37;34;11.728;11.727;11.728
1110;3040;38;34;11.69;11.69;11.691
1111;3120;39;34;11.653;11.652;11.654
1112;3200;40;34;11.615;11.615;11.617
1113;3280;41;34;11.579;11.579;11.58
1114;3360;42;34;11.542;11.542;11.544
1115;3440;43;34;11.506;11.506;11.508
1116;3520;44;34;11.47;11.47;11.472
1117;3600;45;34;11.435;11.435;11.437
1118;3680;46;34;11.4;11.399;11.402
1119;3760;47;34;11.365;11.364;11.367
1120;3840;48;34;11.33;11.33;11.333
1121;3920;49;34;11.296;11.295;11.298
1122;4000;50;34;11.262;11.261;11.264
1123;2720;34;35;11.755;11.755;11.755
1124;2800;35;35;11.717;11.717;11.717
1125;2880;36;35;11.679;11.679;11.679
1126;2960;37;35;11.642;11.642;11.642
1127;3040;38;35;11.605;11.605;11.606
1128;3120;39;35;11.568;11.568;11.569
1129;3200;40;35;11.532;11.532;11.533
1130;3280;41;35;11.496;11.496;11.497
1131;3360;42;35;11.46;11.46;11.462
1132;3440;43;35;11.425;11.425;11.426
1133;3520;44;35;11.39;11.389;11.391
1134;3600;45;35;11.355;11.355;11.357
1135;3680;46;35;11.32;11.32;11.322
1136;3760;47;35;11.286;11.286;11.288
1137;3840;48;35;11.252;11.252;11.254
1138;3920;49;35;11.218;11.218;11.22
1139;4000;50;35;11.184;11.184;11.187
1140;2800;35;36;11.631;11.631;11.631
1141;2880;36;36;11.594;11.594;11.595
1142;2960;37;36;11.558;11.558;11.558
1143;3040;38;36;11.522;11.522;11.522
1144;3120;39;36;11.486;11.486;11.486
1145;3200;40;36;11.45;11.45;11.451
1146;3280;41;36;11.415;11.415;11.416
1147;3360;42;36;11.38;11.379;11.381
1148;3440;43;36;11.345;11.345;11.346
1149;3520;44;36;11.31;11.31;11.312
1150;3600;45;36;11.276;11.276;11.278
1151;3680;46;36;11.242;11.242;11.244
1152;3760;47;36;11.208;11.208;11.21
1153;3840;48;36;11.175;11.175;11.177
1154;3920;49;36;11.142;11.141;11.144
1155;4000;50;36;11.109;11.108;11.111
1156;2880;36;37;11.511;11.511;11.511
1157;2960;37;37;11.475;11.475;11.476
1158;3040;38;37;11.44;11.44;11.44
1159;3120;39;37;11.405;11.404;11.405
1160;3200;40;37;11.37;11.369;11.37
1161;3280;41;37;11.335;11.335;11.336
1162;3360;42;37;11.3;11.3;11.301
1163;3440;43;37;11.266;11.266;11.267
1164;3520;44;37;11.232;11.232;11.234
1165;3600;45;37;11.199;11.199;11.2
1166;3680;46;37;11.165;11.165;11.167
1167;3760;47;37;11.132;11.132;11.134
1168;3840;48;37;11.099;11.099;11.101
1169;3920;49;37;11.067;11.066;11.069
1170;4000;50;37;11.034;11.034;11.037
1171;2960;37;38;11.394;11.394;11.394
1172;3040;38;38;11.36;11.36;11.36
1173;3120;39;38;11.325;11.325;11.325
1174;3200;40;38;11.291;11.291;11.291
1175;3280;41;38;11.257;11.256;11.257
1176;3360;42;38;11.223;11.223;11.223
1177;3440;43;38;11.189;11.189;11.19
1178;3520;44;38;11.156;11.156;11.157
1179;3600;45;38;11.123;11.123;11.124
1180;3680;46;38;11.09;11.09;11.091
1181;3760;47;38;11.057;11.057;11.059
1182;3840;48;38;11.025;11.025;11.027
1183;3920;49;38;10.993;10.993;10.995
1184;4000;50;38;10.961;10.961;10.963
1185;3040;38;39;11.281;11.281;11.281
1186;3120;39;39;11.247;11.247;11.247
1187;3200;40;39;11.213;11.213;11.213
1188;3280;41;39;11.18;11.179;11.18
1189;3360;42;39;11.146;11.146;11.147
1190;3440;43;39;11.113;11.113;11.114
1191;3520;44;39;11.081;11.08;11.082
1192;3600;45;39;11.048;11.048;11.049
1193;3680;46;39;11.016;11.016;11.017
1194;3760;47;39;10.984;10.984;10.985
1195;3840;48;39;10.952;10.952;10.954
1196;3920;49;39;10.921;10.92;10.922
1197;4000;50;39;10.889;10.889;10.891
1198;3120;39;40;11.17;11.17;11.17
1199;3200;40;40;11.137;11.137;11.137
1200;3280;41;40;11.104;11.104;11.104
1201;3360;42;40;11.071;11.071;11.072
1202;3440;43;40;11.039;11.039;11.039
1203;3520;44;40;11.007;11.007;11.007
1204;3600;45;40;10.975;10.975;10.976
1205;3680;46;40;10.943;10.943;10.944
1206;3760;47;40;10.912;10.911;10.913
1207;3840;48;40;10.88;10.88;10.882
1208;3920;49;40;10.849;10.849;10.851
1209;4000;50;40;10.818;10.818;10.82
1210;3200;40;41;11.062;11.062;11.062
1211;3280;41;41;11.03;11.03;11.03
1212;3360;42;41;10.997;10.997;10.998
1213;3440;43;41;10.966;10.966;10.966
1214;3520;44;41;10.934;10.934;10.935
1215;3600;45;41;10.903;10.902;10.903
1216;3680;46;41;10.871;10.871;10.872
1217;3760;47;41;10.84;10.84;10.841
1218;3840;48;41;10.81;10.81;10.811
1219;3920;49;41;10.779;10.779;10.78
1220;4000;50;41;10.749;10.749;10.75
1221;3280;41;42;10.957;10.957;10.957
1222;3360;42;42;10.925;10.925;10.925
1223;3440;43;42;10.894;10.894;10.894
1224;3520;44;42;10.862;10.862;10.863
1225;3600;45;42;10.832;10.832;10.832
1226;3680;46;42;10.801;10.801;10.802
1227;3760;47;42;10.77;10.77;10.771
1228;3840;48;42;10.74;10.74;10.741
1229;3920;49;42;10.71;10.71;10.711
1230;4000;50;42;10.68;10.68;10.682
1231;3360;42;43;10.854;10.854;10.854
1232;3440;43;43;10.823;10.823;10.823
1233;3520;44;43;10.792;10.792;10.792
1234;3600;45;43;10.762;10.762;10.762
1235;3680;46;43;10.732;10.731;10.732
1236;3760;47;43;10.702;10.701;10.702
1237;3840;48;43;10.672;10.672;10.673
1238;3920;49;43;10.642;10.642;10.643
1239;4000;50;43;10.613;10.613;10.614
1240;3440;43;44;10.753;10.753;10.753
1241;3520;44;44;10.723;10.723;10.723
1242;3600;45;44;10.693;10.693;10.693
1243;3680;46;44;10.663;10.663;10.664
1244;3760;47;44;10.634;10.634;10.634
1245;3840;48;44;10.604;10.604;10.605
1246;3920;49;44;10.575;10.575;10.576
1247;4000;50;44;10.546;10.546;10.547
1248;3520;44;45;10.655;10.655;10.655
1249;3600;45;45;10.625;10.625;10.625
1250;3680;46;45;10.596;10.596;10.596
1251;3760;47;45;10.567;10.567;10.567
1252;3840;48;45;10.538;10.538;10.539
1253;3920;49;45;10.509;10.509;10.51
1254;4000;50;45;10.481;10.481;10.482
1255;3600;45;46;10.559;10.559;10.559
1256;3680;46;46;10.53;10.53;10.53
1257;3760;47;46;10.501;10.501;10.502
1258;3840;48;46;10.473;10.473;10.473
1259;3920;49;46;10.445;10.444;10.445
1260;4000;50;46;10.416;10.416;10.417
1261;3680;46;47;10.465;10.465;10.465
1262;3760;47;47;10.436;10.436;10.437
1263;3840;48;47;10.408;10.408;10.409
1264;3920;49;47;10.381;10.381;10.381
1265;4000;50;47;10.353;10.353;10.353
1266;3760;47;48;10.373;10.373;10.373
1267;3840;48;48;10.345;10.345;10.345
1268;3920;49;48;10.318;10.318;10.318
1269;4000;50;48;10.29;10.29;10.291
1270;3840;48;49;10.283;10.283;10.283
1271;3920;49;49;10.255;10.255;10.256
1272;4000;50;49;10.229;10.229;10.229
1273;3920;49;50;10.194;10.194;10.194
1274;4000;50;50;10.168;10.168;10.168
