id;Length;l_amps;n_amps;OSNRPOGGIO;OSNRPOGGIOEPSILON;OSNRCONSTRAINT
666;2880;36;17;16.591;16.591;16.598
667;2960;37;17;16.534;16.533;16.54
668;3040;38;17;16.477;16.476;16.483
669;3120;39;17;16.42;16.42;16.428
670;3200;40;17;16.365;16.364;16.372
671;3280;41;17;16.31;16.309;16.318
672;3360;42;17;16.256;16.255;16.264
673;3440;43;17;16.202;16.202;16.211
674;3520;44;17;16.15;16.149;16.158
675;3600;45;17;16.097;16.097;16.106
676;3680;46;17;16.046;16.045;16.055
677;3760;47;17;15.995;15.994;16.004
678;3840;48;17;15.945;15.944;15.954
679;3920;49;17;15.895;15.894;15.905
680;4000;50;17;15.845;15.845;15.856
681;1360;17;18;17.689;17.689;17.689
682;1440;18;18;17.615;17.615;17.615
683;1520;19;18;17.542;17.542;17.543
684;1600;20;18;17.47;17.47;17.471
685;1680;21;18;17.4;17.4;17.401
686;1760;22;18;17.331;17.331;17.332
687;1840;23;18;17.262;17.262;17.264
688;1920;24;18;17.195;17.195;17.198
689;2000;25;18;17.129;17.129;17.132
690;2080;26;18;17.064;17.064;17.067
691;2160;27;18;17.0;17.0;17.003
692;2240;28;18;16.937;16.936;16.94
693;2320;29;18;16.874;16.874;16.878
694;2400;30;18;16.813;16.812;16.817
695;2480;31;18;16.752;16.752;16.756
696;2560;32;18;16.692;16.692;16.697
697;2640;33;18;16.634;16.633;16.638
698;2720;34;18;16.575;16.575;16.58
699;2800;35;18;16.518;16.517;16.523
700;2880;36;18;16.461;16.46;16.466
701;2960;37;18;16.405;16.404;16.411
702;3040;38;18;16.35;16.349;16.356
703;3120;39;18;16.295;16.294;16.301
704;3200;40;18;16.241;16.24;16.248
705;3280;41;18;16.188;16.187;16.195
706;3360;42;18;16.135;16.135;16.142
707;3440;43;18;16.083;16.083;16.091
708;3520;44;18;16.032;16.031;16.04
709;3600;45;18;15.981;15.98;15.989
710;3680;46;18;15.931;15.93;15.939
711;3760;47;18;15.881;15.88;15.89
712;3840;48;18;15.832;15.831;15.841
713;3920;49;18;15.783;15.783;15.793
714;4000;50;18;15.735;15.735;15.745
715;1440;18;19;17.45;17.45;17.45
716;1520;19;19;17.38;17.38;17.38
717;1600;20;19;17.311;17.311;17.312
718;1680;21;19;17.243;17.243;17.244
719;1760;22;19;17.176;17.176;17.178
720;1840;23;19;17.11;17.11;17.112
721;1920;24;19;17.046;17.045;17.047
722;2000;25;19;16.982;16.981;16.984
723;2080;26;19;16.919;16.918;16.921
724;2160;27;19;16.857;16.856;16.859
725;2240;28;19;16.795;16.795;16.798
726;2320;29;19;16.735;16.735;16.738
727;2400;30;19;16.675;16.675;16.679
728;2480;31;19;16.617;16.616;16.62
729;2560;32;19;16.559;16.558;16.563
730;2640;33;19;16.502;16.501;16.506
731;2720;34;19;16.445;16.445;16.45
732;2800;35;19;16.389;16.389;16.394
733;2880;36;19;16.334;16.334;16.339
734;2960;37;19;16.28;16.279;16.285
735;3040;38;19;16.226;16.226;16.232
736;3120;39;19;16.173;16.173;16.179
737;3200;40;19;16.121;16.12;16.127
738;3280;41;19;16.069;16.068;16.075
739;3360;42;19;16.018;16.017;16.024
740;3440;43;19;15.967;15.966;15.974
741;3520;44;19;15.917;15.916;15.924
742;3600;45;19;15.867;15.867;15.875
743;3680;46;19;15.818;15.818;15.826
744;3760;47;19;15.77;15.77;15.778
745;3840;48;19;15.722;15.722;15.73
746;3920;49;19;15.675;15.674;15.683
747;4000;50;19;15.628;15.627;15.637
748;1520;19;20;17.224;17.224;17.224
749;1600;20;20;17.157;17.157;17.158
750;1680;21;20;17.092;17.092;17.092
751;1760;22;20;17.027;17.027;17.028
752;1840;23;20;16.963;16.963;16.965
753;1920;24;20;16.901;16.901;16.902
754;2000;25;20;16.839;16.839;16.841
755;2080;26;20;16.778;16.778;16.78
756;2160;27;20;16.718;16.718;16.72
757;2240;28;20;16.659;16.658;16.661
758;2320;29;20;16.6;16.6;16.603
759;2400;30;20;16.542;16.542;16.545
760;2480;31;20;16.485;16.485;16.489
761;2560;32;20;16.429;16.429;16.433
762;2640;33;20;16.374;16.373;16.377
763;2720;34;20;16.319;16.318;16.323
764;2800;35;20;16.265;16.264;16.269
765;2880;36;20;16.211;16.211;16.216
766;2960;37;20;16.158;16.158;16.163
767;3040;38;20;16.106;16.106;16.111
768;3120;39;20;16.055;16.054;16.06
769;3200;40;20;16.004;16.003;16.009
770;3280;41;20;15.953;15.952;15.959
771;3360;42;20;15.903;15.903;15.909
772;3440;43;20;15.854;15.853;15.86
773;3520;44;20;15.805;15.804;15.812
774;3600;45;20;15.757;15.756;15.764
775;3680;46;20;15.709;15.709;15.716
776;3760;47;20;15.662;15.661;15.669
777;3840;48;20;15.615;15.615;15.623
778;3920;49;20;15.569;15.568;15.577
779;4000;50;20;15.523;15.523;15.531
780;1600;20;21;17.009;17.009;17.009
781;1680;21;21;16.945;16.945;16.946
782;1760;22;21;16.883;16.883;16.884
783;1840;23;21;16.821;16.821;16.822
784;1920;24;21;16.761;16.76;16.762
785;2000;25;21;16.701;16.701;16.702
786;2080;26;21;16.642;16.641;16.643
787;2160;27;21;16.583;16.583;16.585
788;2240;28;21;16.526;16.526;16.528
789;2320;29;21;16.469;16.469;16.472
790;2400;30;21;16.413;16.413;16.416
791;2480;31;21;16.358;16.358;16.361
792;2560;32;21;16.303;16.303;16.306
793;2640;33;21;16.249;16.249;16.253
794;2720;34;21;16.196;16.196;16.2
795;2800;35;21;16.143;16.143;16.147
796;2880;36;21;16.091;16.091;16.095
797;2960;37;21;16.04;16.04;16.044
798;3040;38;21;15.989;15.989;15.994
799;3120;39;21;15.939;15.939;15.944
800;3200;40;21;15.889;15.889;15.894
801;3280;41;21;15.84;15.84;15.845
802;3360;42;21;15.792;15.791;15.797
803;3440;43;21;15.744;15.743;15.749
804;3520;44;21;15.696;15.695;15.702
805;3600;45;21;15.649;15.648;15.655
806;3680;46;21;15.602;15.602;15.609
807;3760;47;21;15.556;15.556;15.563
808;3840;48;21;15.511;15.51;15.518
809;3920;49;21;15.466;15.465;15.473
810;4000;50;21;15.421;15.421;15.429
811;1680;21;22;16.804;16.804;16.804
812;1760;22;22;16.743;16.743;16.744
813;1840;23;22;16.684;16.684;16.684
814;1920;24;22;16.625;16.625;16.626
815;2000;25;22;16.567;16.567;16.568
816;2080;26;22;16.51;16.509;16.511
817;2160;27;22;16.453;16.453;16.455
818;2240;28;22;16.397;16.397;16.399
819;2320;29;22;16.342;16.342;16.344
820;2400;30;22;16.288;16.287;16.29
821;2480;31;22;16.234;16.234;16.237
822;2560;32;22;16.181;16.181;16.184
823;2640;33;22;16.128;16.128;16.131
824;2720;34;22;16.077;16.076;16.08
825;2800;35;22;16.025;16.025;16.029
826;2880;36;22;15.975;15.974;15.978
827;2960;37;22;15.925;15.924;15.929
828;3040;38;22;15.875;15.875;15.879
829;3120;39;22;15.826;15.826;15.831
830;3200;40;22;15.778;15.778;15.782
831;3280;41;22;15.73;15.73;15.735
832;3360;42;22;15.683;15.682;15.688
833;3440;43;22;15.636;15.636;15.641
834;3520;44;22;15.59;15.589;15.595
835;3600;45;22;15.544;15.543;15.549
836;3680;46;22;15.498;15.498;15.504
837;3760;47;22;15.453;15.453;15.459
838;3840;48;22;15.409;15.408;15.415
839;3920;49;22;15.365;15.364;15.371
840;4000;50;22;15.321;15.321;15.328
841;1760;22;23;16.608;16.608;16.608
842;1840;23;23;16.55;16.55;16.551
843;1920;24;23;16.493;16.493;16.494
844;2000;25;23;16.437;16.437;16.438
845;2080;26;23;16.381;16.381;16.382
846;2160;27;23;16.326;16.326;16.328
847;2240;28;23;16.272;16.272;16.274
848;2320;29;23;16.219;16.218;16.22
849;2400;30;23;16.166;16.166;16.168
850;2480;31;23;16.114;16.113;16.116
851;2560;32;23;16.062;16.062;16.064
852;2640;33;23;16.011;16.011;16.014
853;2720;34;23;15.96;15.96;15.963
854;2800;35;23;15.911;15.91;15.914
855;2880;36;23;15.861;15.861;15.865
856;2960;37;23;15.812;15.812;15.816
857;3040;38;23;15.764;15.764;15.768
858;3120;39;23;15.717;15.716;15.721
859;3200;40;23;15.669;15.669;15.674
860;3280;41;23;15.623;15.622;15.627
861;3360;42;23;15.577;15.576;15.581
862;3440;43;23;15.531;15.53;15.536
863;3520;44;23;15.486;15.485;15.491
864;3600;45;23;15.441;15.44;15.446
865;3680;46;23;15.397;15.396;15.402
866;3760;47;23;15.353;15.352;15.358
867;3840;48;23;15.309;15.309;15.315
868;3920;49;23;15.266;15.266;15.272
869;4000;50;23;15.224;15.223;15.23
870;1840;23;24;16.421;16.421;16.421
871;1920;24;24;16.366;16.365;16.366
872;2000;25;24;16.311;16.311;16.311
873;2080;26;24;16.257;16.257;16.258
874;2160;27;24;16.203;16.203;16.204
875;2240;28;24;16.151;16.151;16.152
876;2320;29;24;16.099;16.098;16.1
877;2400;30;24;16.047;16.047;16.049
878;2480;31;24;15.996;15.996;15.998
879;2560;32;24;15.946;15.946;15.948
880;2640;33;24;15.896;15.896;15.899
881;2720;34;24;15.847;15.847;15.85
882;2800;35;24;15.799;15.798;15.801
883;2880;36;24;15.751;15.75;15.754
884;2960;37;24;15.703;15.703;15.706
885;3040;38;24;15.656;15.656;15.659
886;3120;39;24;15.61;15.609;15.613
887;3200;40;24;15.564;15.563;15.567
888;3280;41;24;15.518;15.518;15.522
889;3360;42;24;15.473;15.472;15.477
890;3440;43;24;15.428;15.428;15.433
891;3520;44;24;15.384;15.384;15.389
892;3600;45;24;15.341;15.34;15.345
893;3680;46;24;15.297;15.297;15.302
894;3760;47;24;15.254;15.254;15.259
895;3840;48;24;15.212;15.211;15.217
896;3920;49;24;15.17;15.169;15.175
897;4000;50;24;15.128;15.127;15.134
898;1920;24;25;16.241;16.241;16.241
899;2000;25;25;16.188;16.188;16.188
900;2080;26;25;16.136;16.136;16.136
901;2160;27;25;16.084;16.084;16.085
902;2240;28;25;16.033;16.032;16.033
903;2320;29;25;15.982;15.982;15.983
904;2400;30;25;15.932;15.932;15.933
905;2480;31;25;15.882;15.882;15.884
906;2560;32;25;15.833;15.833;15.835
907;2640;33;25;15.785;15.785;15.787
908;2720;34;25;15.737;15.737;15.739
909;2800;35;25;15.69;15.689;15.692
910;2880;36;25;15.643;15.642;15.645
911;2960;37;25;15.596;15.596;15.599
912;3040;38;25;15.55;15.55;15.553
913;3120;39;25;15.505;15.505;15.508
914;3200;40;25;15.46;15.46;15.464
915;3280;41;25;15.416;15.415;15.419
916;3360;42;25;15.372;15.371;15.375
917;3440;43;25;15.328;15.328;15.332
918;3520;44;25;15.285;15.284;15.289
919;3600;45;25;15.242;15.242;15.246
920;3680;46;25;15.2;15.199;15.204
921;3760;47;25;15.158;15.157;15.163
922;3840;48;25;15.117;15.116;15.121
923;3920;49;25;15.075;15.075;15.08
924;4000;50;25;15.035;15.034;15.04
925;2000;25;26;16.069;16.069;16.069
926;2080;26;26;16.018;16.018;16.018
927;2160;27;26;15.967;15.967;15.968
928;2240;28;26;15.917;15.917;15.918
929;2320;29;26;15.868;15.868;15.869
930;2400;30;26;15.819;15.819;15.82
931;2480;31;26;15.771;15.771;15.772
932;2560;32;26;15.723;15.723;15.725
933;2640;33;26;15.676;15.676;15.678
934;2720;34;26;15.629;15.629;15.631
935;2800;35;26;15.583;15.583;15.585
936;2880;36;26;15.537;15.537;15.54
937;2960;37;26;15.492;15.492;15.495
938;3040;38;26;15.447;15.447;15.45
939;3120;39;26;15.403;15.403;15.406
940;3200;40;26;15.359;15.359;15.362
941;3280;41;26;15.316;15.315;15.319
942;3360;42;26;15.273;15.272;15.276
943;3440;43;26;15.23;15.23;15.234
944;3520;44;26;15.188;15.187;15.192
945;3600;45;26;15.146;15.146;15.15
946;3680;46;26;15.105;15.104;15.109
947;3760;47;26;15.064;15.063;15.068
948;3840;48;26;15.023;15.023;15.028
949;3920;49;26;14.983;14.982;14.988
950;4000;50;26;14.943;14.942;14.948
951;2080;26;27;15.903;15.903;15.903
952;2160;27;27;15.854;15.854;15.854
953;2240;28;27;15.805;15.805;15.806
954;2320;29;27;15.757;15.757;15.758
955;2400;30;27;15.71;15.71;15.711
956;2480;31;27;15.663;15.662;15.664
957;2560;32;27;15.616;15.616;15.617
958;2640;33;27;15.57;15.57;15.571
959;2720;34;27;15.524;15.524;15.526
960;2800;35;27;15.479;15.479;15.481
961;2880;36;27;15.435;15.434;15.437
962;2960;37;27;15.39;15.39;15.393
963;3040;38;27;15.347;15.346;15.349
964;3120;39;27;15.303;15.303;15.306
965;3200;40;27;15.26;15.26;15.263
966;3280;41;27;15.218;15.218;15.221
967;3360;42;27;15.176;15.175;15.179
968;3440;43;27;15.134;15.134;15.138
969;3520;44;27;15.093;15.092;15.096
970;3600;45;27;15.052;15.052;15.056
971;3680;46;27;15.012;15.011;15.015
972;3760;47;27;14.971;14.971;14.975
973;3840;48;27;14.932;14.931;14.936
974;3920;49;27;14.892;14.892;14.897
975;4000;50;27;14.853;14.853;14.858
976;2160;27;28;15.744;15.744;15.744
977;2240;28;28;15.696;15.696;15.696
978;2320;29;28;15.649;15.649;15.65
979;2400;30;28;15.603;15.603;15.603
980;2480;31;28;15.557;15.557;15.558
981;2560;32;28;15.511;15.511;15.512
982;2640;33;28;15.466;15.466;15.468
983;2720;34;28;15.422;15.422;15.423
984;2800;35;28;15.378;15.378;15.379
985;2880;36;28;15.334;15.334;15.336
986;2960;37;28;15.291;15.291;15.293
987;3040;38;28;15.248;15.248;15.25
988;3120;39;28;15.206;15.205;15.208
989;3200;40;28;15.164;15.164;15.166
990;3280;41;28;15.122;15.122;15.125
991;3360;42;28;15.081;15.081;15.084
992;3440;43;28;15.04;15.04;15.043
993;3520;44;28;15.0;15.0;15.003
994;3600;45;28;14.96;14.96;14.963
995;3680;46;28;14.92;14.92;14.924
996;3760;47;28;14.881;14.881;14.885
997;3840;48;28;14.842;14.842;14.846
998;3920;49;28;14.804;14.803;14.808
999;4000;50;28;14.765;14.765;14.769
1000;2240;28;29;15.589;15.589;15.589
1001;2320;29;29;15.544;15.544;15.544
1002;2400;30;29;15.498;15.498;15.499
1003;2480;31;29;15.454;15.453;15.454
1004;2560;32;29;15.409;15.409;15.41
1005;2640;33;29;15.365;15.365;15.366
1006;2720;34;29;15.322;15.322;15.323
1007;2800;35;29;15.279;15.278;15.28
1008;2880;36;29;15.236;15.236;15.238
1009;2960;37;29;15.194;15.193;15.196
1010;3040;38;29;15.152;15.152;15.154
1011;3120;39;29;15.11;15.11;15.113
1012;3200;40;29;15.069;15.069;15.072
1013;3280;41;29;15.029;15.028;15.031
1014;3360;42;29;14.988;14.988;14.991
1015;3440;43;29;14.949;14.948;14.951
1016;3520;44;29;14.909;14.909;14.912
1017;3600;45;29;14.87;14.869;14.873
1018;3680;46;29;14.831;14.831;14.834
1019;3760;47;29;14.792;14.792;14.796
1020;3840;48;29;14.754;14.754;14.758
1021;3920;49;29;14.717;14.716;14.72
1022;4000;50;29;14.679;14.679;14.683
1023;2320;29;30;15.441;15.441;15.441
1024;2400;30;30;15.396;15.396;15.397
1025;2480;31;30;15.353;15.353;15.353
1026;2560;32;30;15.309;15.309;15.31
1027;2640;33;30;15.266;15.266;15.267
1028;2720;34;30;15.224;15.224;15.225
1029;2800;35;30;15.182;15.182;15.183
1030;2880;36;30;15.14;15.14;15.141
1031;2960;37;30;15.099;15.098;15.1
1032;3040;38;30;15.058;15.057;15.059
1033;3120;39;30;15.017;15.017;15.019
1034;3200;40;30;14.977;14.977;14.979
1035;3280;41;30;14.937;14.937;14.939
1036;3360;42;30;14.898;14.897;14.9
1037;3440;43;30;14.859;14.858;14.861
1038;3520;44;30;14.82;14.82;14.823
1039;3600;45;30;14.782;14.781;14.784
1040;3680;46;30;14.743;14.743;14.747
1041;3760;47;30;14.706;14.705;14.709
1042;3840;48;30;14.668;14.668;14.672
1043;3920;49;30;14.631;14.631;14.635
1044;4000;50;30;14.594;14.594;14.598
1045;2400;30;31;15.297;15.297;15.297
1046;2480;31;31;15.254;15.254;15.254
1047;2560;32;31;15.212;15.212;15.212
1048;2640;33;31;15.17;15.17;15.17
1049;2720;34;31;15.128;15.128;15.129
1050;2800;35;31;15.087;15.087;15.088
1051;2880;36;31;15.046;15.046;15.047
1052;2960;37;31;15.006;15.005;15.007
1053;3040;38;31;14.966;14.965;14.967
1054;3120;39;31;14.926;14.926;14.928
1055;3200;40;31;14.886;14.886;14.888
1056;3280;41;31;14.847;14.847;14.85
1057;3360;42;31;14.809;14.809;14.811
1058;3440;43;31;14.771;14.77;14.773
1059;3520;44;31;14.733;14.732;14.735
1060;3600;45;31;14.695;14.695;14.698
1061;3680;46;31;14.658;14.657;14.661
1062;3760;47;31;14.621;14.62;14.624
1063;3840;48;31;14.584;14.584;14.587
1064;3920;49;31;14.548;14.547;14.551
1065;4000;50;31;14.512;14.511;14.515
1066;2480;31;32;15.158;15.158;15.158
1067;2560;32;32;15.116;15.116;15.116
1068;2640;33;32;15.075;15.075;15.075
1069;2720;34;32;15.034;15.034;15.035
1070;2800;35;32;14.994;14.994;14.995
1071;2880;36;32;14.954;14.954;14.955
1072;2960;37;32;14.914;14.914;14.916
1073;3040;38;32;14.875;14.875;14.877
1074;3120;39;32;14.836;14.836;14.838
1075;3200;40;32;14.798;14.798;14.799
1076;3280;41;32;14.76;14.759;14.761
1077;3360;42;32;14.722;14.722;14.724
1078;3440;43;32;14.684;14.684;14.686
1079;3520;44;32;14.647;14.647;14.649
1080;3600;45;32;14.61;14.61;14.613
1081;3680;46;32;14.574;14.573;14.576
1082;3760;47;32;14.537;14.537;14.54
1083;3840;48;32;14.501;14.501;14.504
1084;3920;49;32;14.466;14.465;14.469
1085;4000;50;32;14.43;14.43;14.433
1086;2560;32;33;15.023;15.023;15.023
1087;2640;33;33;14.983;14.983;14.983
1088;2720;34;33;14.943;14.943;14.943
1089;2800;35;33;14.903;14.903;14.904
1090;2880;36;33;14.864;14.864;14.865
1091;2960;37;33;14.825;14.825;14.826
1092;3040;38;33;14.787;14.787;14.788
1093;3120;39;33;14.749;14.749;14.75
1094;3200;40;33;14.711;14.711;14.712
1095;3280;41;33;14.674;14.673;14.675
1096;3360;42;33;14.636;14.636;14.638
1097;3440;43;33;14.6;14.599;14.602
1098;3520;44;33;14.563;14.563;14.565
1099;3600;45;33;14.527;14.527;14.529
1100;3680;46;33;14.491;14.491;14.493
1101;3760;47;33;14.455;14.455;14.458
1102;3840;48;33;14.42;14.42;14.423
1103;3920;49;33;14.385;14.385;14.388
1104;4000;50;33;14.35;14.35;14.353
1105;2640;33;34;14.892;14.892;14.892
1106;2720;34;34;14.853;14.853;14.853
1107;2800;35;34;14.814;14.814;14.815
1108;2880;36;34;14.776;14.776;14.776
1109;2960;37;34;14.738;14.738;14.739
1110;3040;38;34;14.7;14.7;14.701
1111;3120;39;34;14.663;14.663;14.664
1112;3200;40;34;14.626;14.626;14.627
1113;3280;41;34;14.589;14.589;14.59
1114;3360;42;34;14.553;14.552;14.554
1115;3440;43;34;14.517;14.516;14.518
1116;3520;44;34;14.481;14.481;14.483
1117;3600;45;34;14.445;14.445;14.447
1118;3680;46;34;14.41;14.41;14.412
1119;3760;47;34;14.375;14.375;14.377
1120;3840;48;34;14.34;14.34;14.343
1121;3920;49;34;14.306;14.306;14.309
1122;4000;50;34;14.272;14.272;14.275
1123;2720;34;35;14.765;14.765;14.765
1124;2800;35;35;14.727;14.727;14.727
1125;2880;36;35;14.689;14.689;14.69
1126;2960;37;35;14.652;14.652;14.653
1127;3040;38;35;14.615;14.615;14.616
1128;3120;39;35;14.579;14.578;14.579
1129;3200;40;35;14.542;14.542;14.543
1130;3280;41;35;14.506;14.506;14.507
1131;3360;42;35;14.47;14.47;14.472
1132;3440;43;35;14.435;14.435;14.437
1133;3520;44;35;14.4;14.4;14.402
1134;3600;45;35;14.365;14.365;14.367
1135;3680;46;35;14.33;14.33;14.332
1136;3760;47;35;14.296;14.296;14.298
1137;3840;48;35;14.262;14.262;14.264
1138;3920;49;35;14.228;14.228;14.231
1139;4000;50;35;14.195;14.194;14.197
1140;2800;35;36;14.642;14.642;14.642
1141;2880;36;36;14.605;14.605;14.605
1142;2960;37;36;14.568;14.568;14.568
1143;3040;38;36;14.532;14.532;14.532
1144;3120;39;36;14.496;14.496;14.497
1145;3200;40;36;14.46;14.46;14.461
1146;3280;41;36;14.425;14.425;14.426
1147;3360;42;36;14.39;14.39;14.391
1148;3440;43;36;14.355;14.355;14.356
1149;3520;44;36;14.321;14.32;14.322
1150;3600;45;36;14.286;14.286;14.288
1151;3680;46;36;14.252;14.252;14.254
1152;3760;47;36;14.219;14.218;14.221
1153;3840;48;36;14.185;14.185;14.187
1154;3920;49;36;14.152;14.152;14.154
1155;4000;50;36;14.119;14.119;14.121
1156;2880;36;37;14.522;14.522;14.522
1157;2960;37;37;14.486;14.486;14.486
1158;3040;38;37;14.45;14.45;14.45
1159;3120;39;37;14.415;14.415;14.415
1160;3200;40;37;14.38;14.38;14.381
1161;3280;41;37;14.345;14.345;14.346
1162;3360;42;37;14.311;14.311;14.312
1163;3440;43;37;14.277;14.276;14.278
1164;3520;44;37;14.243;14.243;14.244
1165;3600;45;37;14.209;14.209;14.21
1166;3680;46;37;14.176;14.175;14.177
1167;3760;47;37;14.143;14.142;14.144
1168;3840;48;37;14.11;14.109;14.112
1169;3920;49;37;14.077;14.077;14.079
1170;4000;50;37;14.045;14.044;14.047
1171;2960;37;38;14.405;14.405;14.405
1172;3040;38;38;14.37;14.37;14.37
1173;3120;39;38;14.335;14.335;14.336
1174;3200;40;38;14.301;14.301;14.301
1175;3280;41;38;14.267;14.267;14.267
1176;3360;42;38;14.233;14.233;14.234
1177;3440;43;38;14.199;14.199;14.2
1178;3520;44;38;14.166;14.166;14.167
1179;3600;45;38;14.133;14.133;14.134
1180;3680;46;38;14.1;14.1;14.102
1181;3760;47;38;14.068;14.068;14.069
1182;3840;48;38;14.035;14.035;14.037
1183;3920;49;38;14.003;14.003;14.005
1184;4000;50;38;13.971;13.971;13.973
1185;3040;38;39;14.291;14.291;14.291
1186;3120;39;39;14.257;14.257;14.257
1187;3200;40;39;14.223;14.223;14.224
1188;3280;41;39;14.19;14.19;14.19
1189;3360;42;39;14.157;14.157;14.157
1190;3440;43;39;14.124;14.124;14.124
1191;3520;44;39;14.091;14.091;14.092
1192;3600;45;39;14.058;14.058;14.06
1193;3680;46;39;14.026;14.026;14.027
1194;3760;47;39;13.994;13.994;13.996
1195;3840;48;39;13.962;13.962;13.964
1196;3920;49;39;13.931;13.931;13.933
1197;4000;50;39;13.9;13.899;13.901
1198;3120;39;40;14.18;14.18;14.18
1199;3200;40;40;14.147;14.147;14.147
1200;3280;41;40;14.114;14.114;14.115
1201;3360;42;40;14.082;14.082;14.082
1202;3440;43;40;14.049;14.049;14.05
1203;3520;44;40;14.017;14.017;14.018
1204;3600;45;40;13.985;13.985;13.986
1205;3680;46;40;13.953;13.953;13.954
1206;3760;47;40;13.922;13.922;13.923
1207;3840;48;40;13.891;13.89;13.892
1208;3920;49;40;13.86;13.859;13.861
1209;4000;50;40;13.829;13.829;13.83
1210;3200;40;41;14.072;14.072;14.072
1211;3280;41;41;14.04;14.04;14.04
1212;3360;42;41;14.008;14.008;14.008
1213;3440;43;41;13.976;13.976;13.976
1214;3520;44;41;13.944;13.944;13.945
1215;3600;45;41;13.913;13.913;13.914
1216;3680;46;41;13.882;13.882;13.883
1217;3760;47;41;13.851;13.851;13.852
1218;3840;48;41;13.82;13.82;13.821
1219;3920;49;41;13.789;13.789;13.791
1220;4000;50;41;13.759;13.759;13.761
1221;3280;41;42;13.967;13.967;13.967
1222;3360;42;42;13.935;13.935;13.935
1223;3440;43;42;13.904;13.904;13.904
1224;3520;44;42;13.873;13.873;13.873
1225;3600;45;42;13.842;13.842;13.842
1226;3680;46;42;13.811;13.811;13.812
1227;3760;47;42;13.781;13.781;13.782
1228;3840;48;42;13.75;13.75;13.751
1229;3920;49;42;13.72;13.72;13.722
1230;4000;50;42;13.691;13.69;13.692
1231;3360;42;43;13.864;13.864;13.864
1232;3440;43;43;13.833;13.833;13.833
1233;3520;44;43;13.802;13.802;13.803
1234;3600;45;43;13.772;13.772;13.772
1235;3680;46;43;13.742;13.742;13.742
1236;3760;47;43;13.712;13.712;13.713
1237;3840;48;43;13.682;13.682;13.683
1238;3920;49;43;13.652;13.652;13.653
1239;4000;50;43;13.623;13.623;13.624
1240;3440;43;44;13.763;13.763;13.763
1241;3520;44;44;13.733;13.733;13.733
1242;3600;45;44;13.703;13.703;13.704
1243;3680;46;44;13.674;13.674;13.674
1244;3760;47;44;13.644;13.644;13.645
1245;3840;48;44;13.615;13.615;13.615
1246;3920;49;44;13.586;13.586;13.586
1247;4000;50;44;13.557;13.557;13.558
1248;3520;44;45;13.665;13.665;13.665
1249;3600;45;45;13.636;13.636;13.636
1250;3680;46;45;13.606;13.606;13.607
1251;3760;47;45;13.577;13.577;13.578
1252;3840;48;45;13.548;13.548;13.549
1253;3920;49;45;13.52;13.52;13.52
1254;4000;50;45;13.491;13.491;13.492
1255;3600;45;46;13.569;13.569;13.569
1256;3680;46;46;13.54;13.54;13.54
1257;3760;47;46;13.512;13.512;13.512
1258;3840;48;46;13.483;13.483;13.484
1259;3920;49;46;13.455;13.455;13.455
1260;4000;50;46;13.427;13.427;13.427
1261;3680;46;47;13.475;13.475;13.475
1262;3760;47;47;13.447;13.447;13.447
1263;3840;48;47;13.419;13.419;13.419
1264;3920;49;47;13.391;13.391;13.391
1265;4000;50;47;13.363;13.363;13.364
1266;3760;47;48;13.383;13.383;13.383
1267;3840;48;48;13.355;13.355;13.355
1268;3920;49;48;13.328;13.328;13.328
1269;4000;50;48;13.301;13.301;13.301
1270;3840;48;49;13.293;13.293;13.293
1271;3920;49;49;13.266;13.266;13.266
1272;4000;50;49;13.239;13.239;13.239
1273;3920;49;50;13.205;13.205;13.205
1274;4000;50;50;13.178;13.178;13.178
