Path;Distance;max_lengthC;osnrC;osnrC val;osnrL;osnrL val;osnrS;osnrS val;max_lengthL;max_lengthC;
4-5-7-8-9-12-13-14-;3900;yes;yes;14,338;yes;13,0144;no;11,1156;yes;no;
4-5-7-8-9-12-11-14-;4900;yes;yes;13,487;no;12,0707;no;10,1721;no;no;
4-5-6-13-14-;4000;yes;yes;14,564;yes;13,0782;no;11,1763;yes;no;
4-5-6-13-12-11-14-;5600;no;yes;13,059;no;11,5603;no;9,66094;no;no;
4-5-6-13-12-9-14-;5000;yes;yes;13,6233;no;12,1973;no;10,2904;no;no;
4-5-6-10-9-14-;4300;yes;yes;14,3044;no;12,8853;no;10,9771;no;no;
4-5-6-10-9-12-13-14-;4900;yes;yes;13,6028;no;12,2237;no;10,3184;no;no;
4-2-3-6-13-14-;5900;no;yes;13,0094;no;11,481;no;9,5764;no;no;
5-7-8-9-14-13-6-;5000;no;yes;16,5269;no;15,0685;no;13,168;no;no;
5-7-8-9-12-13-6-;5000;no;yes;16,5269;no;15,0685;no;13,168;no;no;
5-7-8-9-10-6-;4300;no;yes;17,1901;no;15,7331;no;13,8323;no;no;
5-6-;1100;yes;yes;22,8165;yes;21,4085;yes;19,516;yes;yes;
5-4-2-3-6-;4200;no;yes;17,4671;no;15,9917;no;14,085;no;no;
5-7-;800;yes;yes;21,914;yes;20,5423;yes;18,6659;yes;no;
5-7-8-;1500;yes;yes;21,3208;yes;19,9223;yes;18,0346;yes;yes;
5-6-13-14-9-8-;4600;no;yes;16,9681;no;15,501;no;13,5979;no;no;
5-6-13-12-9-8-;4600;no;yes;16,9681;no;15,501;no;13,5979;no;no;
5-6-10-9-8-;3900;no;yes;17,7086;yes;16,2414;no;14,3375;no;no;
5-4-11-14-13-12-9-8-;5600;no;yes;16,0474;no;14,6026;no;12,7007;no;no;
5-4-11-14-9-8-;5000;no;yes;16,657;no;15,1686;no;13,2647;no;no;
5-4-11-12-13-14-9-8-;5600;no;yes;16,0474;no;14,6026;no;12,7007;no;no;
5-4-11-12-9-8-;5000;no;yes;16,657;no;15,1686;no;13,2647;no;no;
5-4-2-1-8-;5500;no;yes;16,4127;no;14,8711;no;12,9638;no;no;
5-7-8-9-;2200;yes;yes;19,8026;yes;18,3933;yes;16,501;no;no;
5-6-13-14-11-12-9-;5500;no;yes;16,1525;no;14,6626;no;12,7624;no;no;
5-6-13-14-9-;3900;no;yes;17,6924;yes;16,2194;no;14,3163;no;no;
5-6-13-12-11-14-9-;5500;no;yes;16,1525;no;14,6626;no;12,7624;no;no;
5-6-13-12-9-;3900;no;yes;17,6924;yes;16,2194;no;14,3163;no;no;
5-6-10-9-;3200;no;yes;18,5819;yes;17,1076;no;15,2036;no;no;
5-4-11-14-13-12-9-;4900;no;yes;16,6236;no;15,1774;no;13,2757;no;no;
5-4-11-14-9-;4300;no;yes;17,327;no;15,8299;no;13,9259;no;no;
5-4-11-12-13-14-9-;4900;no;yes;16,6236;no;15,1774;no;13,2757;no;no;
5-4-11-12-9-;4300;no;yes;17,327;no;15,8299;no;13,9259;no;no;
5-7-8-9-10-;3100;no;yes;18,5375;yes;17,1317;no;15,2307;no;no;
5-6-13-14-9-10-;4800;no;yes;16,8716;no;15,412;no;13,5049;no;no;
5-6-13-12-9-10-;4800;no;yes;16,8716;no;15,412;no;13,5049;no;no;
5-6-10-;2300;yes;yes;19,8621;yes;18,3611;yes;16,4646;no;no;
5-4-11-14-9-10-;5200;no;yes;16,5671;no;15,0861;no;13,1785;no;no;
5-4-11-12-9-10-;5200;no;yes;16,5671;no;15,0861;no;13,1785;no;no;
5-4-2-3-6-10-;5400;no;yes;16,3804;no;14,8783;no;12,9731;no;no;
5-7-8-9-14-13-12-11-;4100;yes;yes;14,1;no;12,7366;no;10,841;yes;no;
5-7-8-9-14-11-;3500;yes;yes;14,8949;yes;13,4888;no;11,5916;yes;no;
5-7-8-9-12-13-14-11-;4100;yes;yes;14,1;no;12,7366;no;10,841;yes;no;
5-7-8-9-12-11-;3500;yes;yes;14,8949;yes;13,4888;no;11,5916;yes;no;
5-6-13-14-11-;4200;yes;yes;14,3137;no;12,7964;no;10,8979;no;no;
5-6-13-14-9-12-11-;5200;no;yes;13,4207;no;11,9659;no;10,0621;no;no;
5-6-13-12-11-;4200;yes;yes;14,3137;no;12,7964;no;10,8979;no;no;
5-6-13-12-9-14-11-;5200;no;yes;13,4207;no;11,9659;no;10,0621;no;no;
5-6-10-9-14-13-12-11-;5100;no;yes;13,4011;no;11,9909;no;10,0886;no;no;
5-6-10-9-14-11-;4500;yes;yes;14,0682;no;12,6154;no;10,7108;no;no;
5-6-10-9-12-13-14-11-;5100;no;yes;13,4011;no;11,9909;no;10,0886;no;no;
5-6-10-9-12-11-;4500;yes;yes;14,0682;no;12,6154;no;10,7108;no;no;
5-4-11-;3000;yes;yes;15,9272;yes;14,3873;no;12,4841;yes;yes;
5-7-8-9-14-13-12-;3300;yes;yes;14,9943;yes;13,6697;no;11,7736;yes;no;
5-7-8-9-14-11-12-;4300;yes;yes;14,019;no;12,59;no;10,6936;no;no;
5-7-8-9-12-;2700;yes;yes;15,9933;yes;14,6233;no;12,7251;yes;yes;
5-6-13-14-11-12-;5000;yes;yes;13,5383;no;12,019;no;10,1213;no;no;
5-6-13-14-9-12-;4400;yes;yes;14,1734;no;12,733;no;10,8272;no;no;
5-6-13-12-;3400;yes;yes;15,2583;yes;13,744;no;11,8443;yes;no;
5-6-10-9-14-13-12-;4300;yes;yes;14,1502;no;12,7629;no;10,8588;no;no;
5-6-10-9-14-11-12-;5300;no;yes;13,332;no;11,8672;no;9,9643;no;no;
5-6-10-9-12-;3700;yes;yes;14,9552;yes;13,52;no;11,6129;yes;no;
5-4-11-14-13-12-;4400;yes;yes;14,0572;no;12,5822;no;10,6833;no;no;
5-4-11-14-9-12-;4800;yes;yes;13,847;no;12,3823;no;10,4759;no;no;
5-4-11-12-;3800;yes;yes;14,8435;yes;13,3058;no;11,4048;yes;no;
5-7-8-9-14-13-;3000;yes;yes;15,4651;yes;14,1204;no;12,2234;yes;yes;
5-7-8-9-14-11-12-13-;4600;yes;yes;13,6764;no;12,2684;no;10,3725;no;no;
5-7-8-9-12-13-;3000;yes;yes;15,4651;yes;14,1204;no;12,2234;yes;yes;
5-7-8-9-12-11-14-13-;4600;yes;yes;13,6764;no;12,2684;no;10,3725;no;no;
5-6-13-;3100;yes;yes;15,7604;yes;14,2029;no;12,3018;yes;yes;
5-6-10-9-14-13-;4000;yes;yes;14,5341;yes;13,125;no;11,2195;yes;no;
5-6-10-9-14-11-12-13-;5600;no;yes;13,0379;no;11,5933;no;9,69139;no;no;
5-6-10-9-12-13-;4000;yes;yes;14,5341;yes;13,125;no;11,2195;yes;no;
5-6-10-9-12-11-14-13-;5600;no;yes;13,0379;no;11,5933;no;9,69139;no;no;
5-4-11-14-13-;4100;yes;yes;14,4326;no;12,929;no;11,0291;yes;no;
5-4-11-14-9-12-13-;5100;no;yes;13,5172;no;12,0751;no;10,17;no;no;
5-4-11-12-13-;4100;yes;yes;14,4326;no;12,929;no;11,0291;yes;no;
5-4-11-12-9-14-13-;5100;no;yes;13,5172;no;12,0751;no;10,17;no;no;
5-7-8-9-14-;2700;yes;yes;15,9933;yes;14,6233;no;12,7251;yes;yes;
5-7-8-9-12-13-14-;3300;yes;yes;14,9943;yes;13,6697;no;11,7736;yes;no;
5-7-8-9-12-11-14-;4300;yes;yes;14,019;no;12,59;no;10,6936;no;no;
5-6-13-14-;3400;yes;yes;15,2583;yes;13,744;no;11,8443;yes;no;
5-6-13-12-11-14-;5000;yes;yes;13,5383;no;12,019;no;10,1213;no;no;
5-6-13-12-9-14-;4400;yes;yes;14,1734;no;12,733;no;10,8272;no;no;
5-6-10-9-14-;3700;yes;yes;14,9552;yes;13,52;no;11,6129;yes;no;
5-6-10-9-12-13-14-;4300;yes;yes;14,1502;no;12,7629;no;10,8588;no;no;
5-6-10-9-12-11-14-;5300;no;yes;13,332;no;11,8672;no;9,9643;no;no;
5-4-11-14-;3800;yes;yes;14,8435;yes;13,3058;no;11,4048;yes;no;
5-4-11-12-13-14-;4400;yes;yes;14,0572;no;12,5822;no;10,6833;no;no;
5-4-11-12-9-14-;4800;yes;yes;13,847;no;12,3823;no;10,4759;no;no;
6-13-14-9-8-7-;4200;no;yes;17,2981;no;15,8537;no;13,9517;no;no;
6-13-12-9-8-7-;4200;no;yes;17,2981;no;15,8537;no;13,9517;no;no;
6-10-9-8-7-;3500;no;yes;18,1027;yes;16,663;no;14,7604;no;no;
6-5-7-;1900;yes;yes;20,5315;yes;19,0733;yes;17,1804;yes;no;
6-3-2-4-5-7-;5000;no;yes;16,668;no;15,1834;no;13,279;no;no;
6-13-14-11-12-9-8-;5100;no;yes;13,4138;no;11,941;no;10,0419;no;no;
6-13-14-9-8-;3500;yes;yes;15,0746;yes;13,6285;no;11,7268;yes;no;
6-13-12-11-14-9-8-;5100;no;yes;13,4138;no;11,941;no;10,0419;no;no;
6-13-12-9-8-;3500;yes;yes;15,0746;yes;13,6285;no;11,7268;yes;no;
6-10-9-8-;2800;yes;yes;16,0586;yes;14,6177;no;12,7153;yes;yes;
6-5-7-8-;2600;yes;yes;16,2214;yes;14,7691;no;12,8736;yes;yes;
6-3-2-4-5-7-8-;5700;no;yes;13,0759;no;11,5975;no;9,69321;no;no;
6-13-14-11-12-9-;4400;no;yes;17,0566;no;15,5778;no;13,6794;no;no;
6-13-14-9-;2800;no;yes;19,0466;yes;17,5978;no;15,6965;no;no;
6-13-12-11-14-9-;4400;no;yes;17,0566;no;15,5778;no;13,6794;no;no;
6-13-12-9-;2800;no;yes;19,0466;yes;17,5978;no;15,6965;no;no;
6-10-9-;2100;yes;yes;20,3133;yes;18,8706;yes;16,9684;no;no;
6-5-7-8-9-;3300;no;yes;18,2326;yes;16,7838;no;14,8867;no;no;
6-5-4-11-14-9-;5400;no;yes;16,3709;no;14,8656;no;12,9608;no;no;
6-5-4-11-12-9-;5400;no;yes;16,3709;no;14,8656;no;12,9608;no;no;
6-13-14-11-12-9-10-;5300;no;yes;16,3389;no;14,8728;no;12,9701;no;no;
6-13-14-9-10-;3700;no;yes;17,9605;yes;16,5235;no;14,6166;no;no;
6-13-12-11-14-9-10-;5300;no;yes;16,3389;no;14,8728;no;12,9701;no;no;
6-13-12-9-10-;3700;no;yes;17,9605;yes;16,5235;no;14,6166;no;no;
6-10-;1200;yes;yes;22,3919;yes;20,9204;yes;19,0331;yes;yes;
6-5-7-8-9-10-;4200;no;yes;17,3139;no;15,8753;no;13,9725;no;no;
6-13-14-11-;3100;yes;yes;15,5406;yes;14,0301;no;12,1347;yes;yes;
6-13-14-9-12-11-;4100;yes;yes;14,3917;no;12,9581;no;11,0553;yes;no;
6-13-12-11-;3100;yes;yes;15,5406;yes;14,0301;no;12,1347;yes;yes;
6-13-12-9-14-11-;4100;yes;yes;14,3917;no;12,9581;no;11,0553;yes;no;
6-10-9-14-13-12-11-;4000;yes;yes;14,3673;no;12,9896;no;11,0887;yes;no;
6-10-9-14-11-;3400;yes;yes;15,2179;yes;13,7913;no;11,8877;yes;no;
6-10-9-12-13-14-11-;4000;yes;yes;14,3673;no;12,9896;no;11,0887;yes;no;
6-10-9-12-11-;3400;yes;yes;15,2179;yes;13,7913;no;11,8877;yes;no;
6-5-7-8-9-14-13-12-11-;5200;no;yes;13,1858;no;11,7887;no;9,89071;no;no;
6-5-7-8-9-14-11-;4600;yes;yes;13,8182;no;12,3828;no;10,4832;no;no;
6-5-7-8-9-12-13-14-11-;5200;no;yes;13,1858;no;11,7887;no;9,89071;no;no;
6-5-7-8-9-12-11-;4600;yes;yes;13,8182;no;12,3828;no;10,4832;no;no;
6-5-4-11-;4100;yes;yes;14,6019;yes;13,0625;no;11,1581;yes;no;
6-3-2-4-11-;6000;no;yes;13,0359;no;11,4701;no;9,5638;no;no;
6-13-14-11-12-;3900;no;yes;17,5496;yes;16,0352;no;14,1402;no;no;
6-13-14-9-12-;3300;no;yes;18,3658;yes;16,9564;no;15,0512;no;no;
6-13-12-;2300;yes;yes;19,8544;yes;18,3506;yes;16,4545;no;no;
6-10-9-14-13-12-;3200;no;yes;18,3353;yes;16,9959;no;15,0931;no;no;
6-10-9-14-11-12-;4200;no;yes;17,2915;no;15,8447;no;13,9431;no;no;
6-10-9-12-;2600;no;yes;19,4242;yes;18,0308;yes;16,1239;no;no;
6-5-7-8-9-14-13-12-;4400;no;yes;16,9059;no;15,5327;no;13,6339;no;no;
6-5-7-8-9-14-11-12-;5400;no;yes;16,1304;no;14,6808;no;12,7822;no;no;
6-5-7-8-9-12-;3800;no;yes;17,6608;yes;16,2455;no;14,3447;no;no;
6-5-4-11-14-13-12-;5500;no;yes;16,1614;no;14,6745;no;12,7739;no;no;
6-5-4-11-12-;4900;no;yes;16,7884;no;15,2506;no;13,3481;no;no;
6-13-;2000;yes;yes;20,5977;yes;19,03;yes;17,1325;yes;no;
6-10-9-14-13-;2900;no;yes;18,8457;yes;17,4826;no;15,578;no;no;
6-10-9-14-11-12-13-;4500;no;yes;16,9284;no;15,5051;no;13,6046;no;no;
6-10-9-12-13-;2900;no;yes;18,8457;yes;17,4826;no;15,578;no;no;
6-10-9-12-11-14-13-;4500;no;yes;16,9284;no;15,5051;no;13,6046;no;no;
6-5-7-8-9-14-13-;4100;no;yes;17,267;no;15,8745;no;13,9747;no;no;
6-5-7-8-9-12-13-;4100;no;yes;17,267;no;15,8745;no;13,9747;no;no;
6-5-4-11-14-13-;5200;no;yes;16,4636;no;14,953;no;13,0515;no;no;
6-5-4-11-12-13-;5200;no;yes;16,4636;no;14,953;no;13,0515;no;no;
6-13-14-;2300;yes;yes;19,8544;yes;18,3506;yes;16,4545;no;no;
6-13-12-11-14-;3900;no;yes;17,5496;yes;16,0352;no;14,1402;no;no;
6-13-12-9-14-;3300;no;yes;18,3658;yes;16,9564;no;15,0512;no;no;
6-10-9-14-;2600;no;yes;19,4242;yes;18,0308;yes;16,1239;no;no;
6-10-9-12-13-14-;3200;no;yes;18,3353;yes;16,9959;no;15,0931;no;no;
6-10-9-12-11-14-;4200;no;yes;17,2915;no;15,8447;no;13,9431;no;no;
6-5-7-8-9-14-;3800;no;yes;17,6608;yes;16,2455;no;14,3447;no;no;
6-5-7-8-9-12-13-14-;4400;no;yes;16,9059;no;15,5327;no;13,6339;no;no;
6-5-7-8-9-12-11-14-;5400;no;yes;16,1304;no;14,6808;no;12,7822;no;no;
6-5-4-11-14-;4900;no;yes;16,7884;no;15,2506;no;13,3481;no;no;
6-5-4-11-12-13-14-;5500;no;yes;16,1614;no;14,6745;no;12,7739;no;no;
7-8-;700;yes;yes;22,4896;yes;21,2215;yes;19,3397;yes;no;
7-8-9-;1400;yes;yes;21,6462;yes;20,3019;yes;18,4102;yes;yes;
7-5-6-13-14-9-;4700;no;yes;16,8546;no;15,3716;no;13,4702;no;no;
7-5-6-13-12-9-;4700;no;yes;16,8546;no;15,3716;no;13,4702;no;no;
7-5-6-10-9-;4000;no;yes;17,5743;yes;16,0885;no;14,1866;no;no;
7-5-4-11-14-9-;5100;no;yes;16,5511;no;15,0486;no;13,1463;no;no;
7-5-4-11-12-9-;5100;no;yes;16,5511;no;15,0486;no;13,1463;no;no;
7-8-9-14-13-6-10-;5400;no;yes;16,2482;no;14,7711;no;12,8695;no;no;
7-8-9-12-13-6-10-;5400;no;yes;16,2482;no;14,7711;no;12,8695;no;no;
7-8-9-10-;2300;yes;yes;19,8364;yes;18,4746;yes;16,5709;no;no;
7-5-6-13-14-9-10-;5600;no;yes;16,167;no;14,6968;no;12,7918;no;no;
7-5-6-13-12-9-10-;5600;no;yes;16,167;no;14,6968;no;12,7918;no;no;
7-5-6-10-;3100;no;yes;18,5566;yes;17,0481;no;15,1524;no;no;
7-8-9-14-13-12-11-;3300;yes;yes;14,9943;yes;13,6697;no;11,7736;yes;no;
7-8-9-14-11-;2700;yes;yes;15,9933;yes;14,6233;no;12,7251;yes;yes;
7-8-9-12-13-14-11-;3300;yes;yes;14,9943;yes;13,6697;no;11,7736;yes;no;
7-8-9-12-11-;2700;yes;yes;15,9933;yes;14,6233;no;12,7251;yes;yes;
7-5-6-13-14-11-;5000;yes;yes;13,5383;no;12,019;no;10,1213;no;no;
7-5-6-13-12-11-;5000;yes;yes;13,5383;no;12,019;no;10,1213;no;no;
7-5-6-10-9-14-11-;5300;no;yes;13,332;no;11,8672;no;9,9643;no;no;
7-5-6-10-9-12-11-;5300;no;yes;13,332;no;11,8672;no;9,9643;no;no;
7-5-4-11-;3800;yes;yes;14,8435;yes;13,3058;no;11,4048;yes;no;
7-8-9-14-13-12-;2500;yes;yes;19,132;yes;17,8702;no;15,9732;no;no;
7-8-9-14-11-12-;3500;no;yes;17,9052;yes;16,4991;no;14,6019;no;no;
7-8-9-12-;1900;yes;yes;20,4774;yes;19,1737;yes;17,2735;yes;no;
7-5-6-13-14-9-12-;5200;no;yes;16,431;no;14,9762;no;13,0724;no;no;
7-5-6-13-12-;4200;no;yes;17,324;no;15,8067;no;13,9082;no;no;
7-5-6-10-9-14-13-12-;5100;no;yes;16,4114;no;15,0012;no;13,0989;no;no;
7-5-6-10-9-12-;4500;no;yes;17,0785;no;15,6257;no;13,7211;no;no;
7-5-4-11-14-13-12-;5200;no;yes;16,333;no;14,8495;no;12,9514;no;no;
7-5-4-11-14-9-12-;5600;no;yes;16,1549;no;14,6804;no;12,7759;no;no;
7-5-4-11-12-;4600;no;yes;16,9872;no;15,451;no;13,5513;no;no;
7-8-9-14-13-;2200;yes;yes;19,7528;yes;18,4732;yes;16,5749;no;no;
7-8-9-14-11-12-13-;3800;no;yes;17,4896;yes;16,1067;no;14,2104;no;no;
7-8-9-12-13-;2200;yes;yes;19,7528;yes;18,4732;yes;16,5749;no;no;
7-8-9-12-11-14-13-;3800;no;yes;17,4896;yes;16,1067;no;14,2104;no;no;
7-8-9-10-6-13-;5500;no;yes;16,2853;no;14,7717;no;12,8678;no;no;
7-5-6-13-;3900;no;yes;17,7233;yes;16,1717;no;14,2723;no;no;
7-5-6-10-9-14-13-;4800;no;yes;16,7322;no;15,3023;no;13,3989;no;no;
7-5-6-10-9-12-13-;4800;no;yes;16,7322;no;15,3023;no;13,3989;no;no;
7-5-4-11-14-13-;4900;no;yes;16,6478;no;15,1398;no;13,241;no;no;
7-5-4-11-12-13-;4900;no;yes;16,6478;no;15,1398;no;13,241;no;no;
7-8-9-14-;1900;yes;yes;20,4774;yes;19,1737;yes;17,2735;yes;no;
7-8-9-12-13-14-;2500;yes;yes;19,132;yes;17,8702;no;15,9732;no;no;
7-8-9-12-11-14-;3500;no;yes;17,9052;yes;16,4991;no;14,6019;no;no;
7-5-6-13-14-;4200;no;yes;17,324;no;15,8067;no;13,9082;no;no;
7-5-6-13-12-9-14-;5200;no;yes;16,431;no;14,9762;no;13,0724;no;no;
7-5-6-10-9-14-;4500;no;yes;17,0785;no;15,6257;no;13,7211;no;no;
7-5-6-10-9-12-13-14-;5100;no;yes;16,4114;no;15,0012;no;13,0989;no;no;
7-5-4-11-14-;4600;no;yes;16,9872;no;15,451;no;13,5513;no;no;
7-5-4-11-12-13-14-;5200;no;yes;16,333;no;14,8495;no;12,9514;no;no;
7-5-4-11-12-9-14-;5600;no;yes;16,1549;no;14,6804;no;12,7759;no;no;
8-9-;700;yes;yes;22,4896;yes;21,2215;yes;19,3397;yes;no;
8-9-14-13-6-10-;4700;no;yes;16,8537;no;15,3704;no;13,469;no;no;
8-9-12-13-6-10-;4700;no;yes;16,8537;no;15,3704;no;13,469;no;no;
8-9-10-;1600;yes;yes;21,3687;yes;20,0384;yes;18,1345;yes;no;
8-7-5-6-10-;3800;no;yes;17,6879;yes;16,1926;no;14,2956;no;no;
8-9-14-13-12-11-;2600;no;yes;18,9466;yes;17,6493;no;15,755;no;no;
8-9-14-11-;2000;yes;yes;20,2266;yes;18,8781;yes;16,9816;yes;no;
8-9-12-13-14-11-;2600;no;yes;18,9466;yes;17,6493;no;15,755;no;no;
8-9-12-11-;2000;yes;yes;20,2266;yes;18,8781;yes;16,9816;yes;no;
8-7-5-4-11-;4500;no;yes;17,1044;no;15,5828;no;13,6814;no;no;
8-9-14-13-12-;1800;yes;yes;20,3975;yes;19,196;yes;17,3014;yes;no;
8-9-14-11-12-;2800;no;yes;18,8235;yes;17,4242;no;15,5285;no;no;
8-9-12-;1200;yes;yes;22,3123;yes;21,0794;yes;19,1808;yes;yes;
8-9-10-6-13-12-;5100;no;yes;16,5637;no;15,0654;no;13,1625;no;no;
8-7-5-6-13-12-;4900;no;yes;16,6544;no;15,1487;no;13,2495;no;no;
8-7-5-6-10-9-12-;5200;no;yes;16,4431;no;14,9927;no;13,0883;no;no;
8-7-5-4-11-12-;5300;no;yes;16,3642;no;14,8413;no;12,9411;no;no;
8-9-14-13-;1500;yes;yes;21,2503;yes;20,0364;yes;18,1402;yes;yes;
8-9-14-11-12-13-;3100;no;yes;18,3156;yes;16,9437;no;15,0489;no;no;
8-9-12-13-;1500;yes;yes;21,2503;yes;20,0364;yes;18,1402;yes;yes;
8-9-12-11-14-13-;3100;no;yes;18,3156;yes;16,9437;no;15,0489;no;no;
8-9-10-6-13-;4800;no;yes;16,8963;no;15,3711;no;13,4671;no;no;
8-7-5-6-13-;4600;no;yes;16,9943;no;15,4605;no;13,5605;no;no;
8-7-5-6-10-9-14-13-;5500;no;yes;16,1423;no;14,7117;no;12,8084;no;no;
8-7-5-6-10-9-12-13-;5500;no;yes;16,1423;no;14,7117;no;12,8084;no;no;
8-7-5-4-11-14-13-;5600;no;yes;16,0686;no;14,5696;no;12,6703;no;no;
8-7-5-4-11-12-13-;5600;no;yes;16,0686;no;14,5696;no;12,6703;no;no;
8-9-14-;1200;yes;yes;22,3123;yes;21,0794;yes;19,1808;yes;yes;
8-9-12-13-14-;1800;yes;yes;20,3975;yes;19,196;yes;17,3014;yes;no;
8-9-12-11-14-;2800;no;yes;18,8235;yes;17,4242;no;15,5285;no;no;
8-9-10-6-13-14-;5100;no;yes;16,5637;no;15,0654;no;13,1625;no;no;
8-7-5-6-13-14-;4900;no;yes;16,6544;no;15,1487;no;13,2495;no;no;
8-7-5-6-10-9-14-;5200;no;yes;16,4431;no;14,9927;no;13,0883;no;no;
8-7-5-4-11-14-;5300;no;yes;16,3642;no;14,8413;no;12,9411;no;no;
9-10-;900;yes;yes;21,9967;yes;20,7452;yes;18,8406;no;no;
9-14-13-12-11-;1900;yes;yes;20,1512;yes;18,899;yes;17,0076;yes;no;
9-14-11-;1300;yes;yes;21,9352;yes;20,6292;yes;18,7359;yes;yes;
9-12-13-14-11-;1900;yes;yes;20,1512;yes;18,899;yes;17,0076;yes;no;
9-12-11-;1300;yes;yes;21,9352;yes;20,6292;yes;18,7359;yes;yes;
9-10-6-13-14-11-;5200;no;yes;16,46;no;14,9482;no;13,0469;no;no;
9-10-6-13-12-11-;5200;no;yes;16,46;no;14,9482;no;13,0469;no;no;
9-8-7-5-4-11-;5200;no;yes;16,4655;no;14,9556;no;13,054;no;no;
9-12-;500;yes;yes;22,5422;no;21,5453;no;19,6523;no;no;
9-14-13-;800;yes;yes;21,7934;yes;20,7416;yes;18,8507;yes;no;
9-14-11-12-13-;2400;no;yes;17,5755;yes;16,2206;no;14,328;no;no;
9-12-13-;800;yes;yes;21,7934;yes;20,7416;yes;18,8507;yes;no;
9-12-11-14-13-;2400;no;yes;17,5755;yes;16,2206;no;14,328;no;no;
9-14-;500;yes;yes;22,5422;no;21,5453;no;19,6523;no;no;
10-9-14-13-12-11-;2800;no;yes;18,7953;yes;17,5043;no;15,6032;no;no;
10-9-14-11-;2200;yes;yes;20,0247;yes;18,6867;yes;16,7814;no;no;
10-9-12-13-14-11-;2800;no;yes;18,7953;yes;17,5043;no;15,6032;no;no;
10-9-12-11-;2200;yes;yes;20,0247;yes;18,6867;yes;16,7814;no;no;
10-6-13-14-11-;4300;no;yes;17,1999;no;15,6667;no;13,77;no;no;
10-6-13-14-9-12-11-;5300;no;yes;16,3296;no;14,8603;no;12,9581;no;no;
10-6-13-12-11-;4300;no;yes;17,1999;no;15,6667;no;13,77;no;no;
10-6-13-12-9-14-11-;5300;no;yes;16,3296;no;14,8603;no;12,9581;no;no;
10-6-5-4-11-;5300;no;yes;16,493;no;14,9409;no;13,0375;no;no;
10-9-14-13-12-;2000;yes;yes;20,1877;yes;18,9905;yes;17,0862;yes;no;
10-9-14-11-12-;3000;no;yes;18,6764;yes;17,2864;no;15,3843;no;no;
10-9-12-;1400;yes;yes;21,9905;yes;20,7662;yes;18,8535;yes;yes;
10-6-13-14-11-12-;5100;no;yes;16,4445;no;14,9119;no;13,0157;no;no;
10-6-13-14-9-12-;4500;no;yes;17,0635;no;15,6054;no;13,7015;no;no;
10-6-13-12-;3500;no;yes;18,1148;yes;16,5809;no;14,6834;no;no;
10-6-5-7-8-9-12-;5000;no;yes;16,5305;no;15,0734;no;13,1727;no;no;
10-9-14-13-;1700;yes;yes;20,9962;yes;19,7882;yes;17,8806;yes;no;
10-9-14-11-12-13-;3300;no;yes;18,1845;yes;16,8202;no;14,9195;no;no;
10-9-12-13-;1700;yes;yes;20,9962;yes;19,7882;yes;17,8806;yes;no;
10-9-12-11-14-13-;3300;no;yes;18,1845;yes;16,8202;no;14,9195;no;no;
10-6-13-;3200;no;yes;18,5985;yes;17,0209;no;15,1223;no;no;
10-6-5-7-8-9-14-13-;5300;no;yes;16,2238;no;14,7873;no;12,8875;no;no;
10-6-5-7-8-9-12-13-;5300;no;yes;16,2238;no;14,7873;no;12,8875;no;no;
10-9-14-;1400;yes;yes;21,9905;yes;20,7662;yes;18,8535;yes;yes;
10-9-12-13-14-;2000;yes;yes;20,1877;yes;18,9905;yes;17,0862;yes;no;
10-9-12-11-14-;3000;no;yes;18,6764;yes;17,2864;no;15,3843;no;no;
10-6-13-14-;3500;no;yes;18,1148;yes;16,5809;no;14,6834;no;no;
10-6-13-12-11-14-;5100;no;yes;16,4445;no;14,9119;no;13,0157;no;no;
10-6-13-12-9-14-;4500;no;yes;17,0635;no;15,6054;no;13,7015;no;no;
10-6-5-7-8-9-14-;5000;no;yes;16,5305;no;15,0734;no;13,1727;no;no;
11-14-13-12-;1400;no;yes;19,463;yes;18,188;yes;16,3069;no;no;
11-14-9-12-;1800;no;yes;18,9356;yes;17,6631;no;15,7611;no;no;
11-12-;800;yes;yes;21,914;yes;20,5423;yes;18,6659;yes;no;
11-14-13-;1100;yes;yes;22,2788;yes;20,9684;yes;19,0891;yes;yes;
11-14-9-12-13-;2100;yes;yes;19,9375;yes;18,6853;yes;16,7856;no;no;
11-14-9-10-6-13-;5400;no;yes;16,3674;no;14,8609;no;12,9563;no;no;
11-12-13-;1100;yes;yes;22,2788;yes;20,9684;yes;19,0891;yes;yes;
11-12-9-14-13-;2100;yes;yes;19,9375;yes;18,6853;yes;16,7856;no;no;
11-12-9-10-6-13-;5400;no;yes;16,3674;no;14,8609;no;12,9563;no;no;
11-14-;800;yes;yes;21,914;yes;20,5423;yes;18,6659;yes;no;
11-12-13-14-;1400;no;yes;19,463;yes;18,188;yes;16,3069;no;no;
11-12-9-14-;1800;no;yes;18,9356;yes;17,6631;no;15,7611;no;no;
12-13-;300;yes;yes;23,3772;yes;22,4367;no;20,583;yes;yes;
12-13-14-;600;yes;yes;22,3015;yes;21,2754;yes;19,4073;yes;yes;
12-11-14-;1600;no;yes;19,2571;yes;17,8124;no;15,928;no;no;
12-9-14-;1000;yes;yes;21,3386;yes;20,2663;yes;18,3574;no;no;
13-14-;300;yes;yes;23,3772;yes;22,4367;no;20,583;yes;yes;
